freq (Hz),output noise; A / sqrt(Hz) M 0.25  (A / sqrt(Hz)),output noise; A / sqrt(Hz) M 0.5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) M 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) M 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) M 4  (A / sqrt(Hz))
117.490E6,24.8899E-12,30.5155E-12,38.7677E-12,50.7659E-12,67.5160E-12
120.226E6,24.8838E-12,30.5004E-12,38.7365E-12,50.7056E-12,67.3977E-12
123.027E6,24.8775E-12,30.4848E-12,38.7043E-12,50.6433E-12,67.2762E-12
125.893E6,24.8710E-12,30.4686E-12,38.6710E-12,50.5792E-12,67.1515E-12
128.825E6,24.8642E-12,30.4518E-12,38.6365E-12,50.5131E-12,67.0236E-12
131.826E6,24.8572E-12,30.4345E-12,38.6010E-12,50.4451E-12,66.8925E-12
134.896E6,24.8498E-12,30.4165E-12,38.5643E-12,50.3751E-12,66.7583E-12
138.038E6,24.8423E-12,30.3979E-12,38.5265E-12,50.3031E-12,66.6210E-12
141.254E6,24.8344E-12,30.3787E-12,38.4875E-12,50.2292E-12,66.4806E-12
144.544E6,24.8263E-12,30.3589E-12,38.4473E-12,50.1533E-12,66.3371E-12
147.911E6,24.8179E-12,30.3384E-12,38.4059E-12,50.0754E-12,66.1907E-12
151.356E6,24.8091E-12,30.3173E-12,38.3633E-12,49.9956E-12,66.0414E-12
154.882E6,24.8001E-12,30.2954E-12,38.3195E-12,49.9138E-12,65.8892E-12
158.489E6,24.7907E-12,30.2730E-12,38.2746E-12,49.8301E-12,65.7343E-12
162.181E6,24.7811E-12,30.2498E-12,38.2284E-12,49.7444E-12,65.5768E-12
165.959E6,24.7711E-12,30.2259E-12,38.1810E-12,49.6569E-12,65.4167E-12
169.824E6,24.7608E-12,30.2014E-12,38.1324E-12,49.5676E-12,65.2542E-12
173.780E6,24.7502E-12,30.1762E-12,38.0826E-12,49.4764E-12,65.0893E-12
177.828E6,24.7392E-12,30.1502E-12,38.0317E-12,49.3835E-12,64.9223E-12
181.970E6,24.7279E-12,30.1236E-12,37.9795E-12,49.2889E-12,64.7532E-12
186.209E6,24.7162E-12,30.0963E-12,37.9263E-12,49.1927E-12,64.5822E-12
190.546E6,24.7042E-12,30.0683E-12,37.8719E-12,49.0948E-12,64.4095E-12
194.984E6,24.6918E-12,30.0396E-12,37.8164E-12,48.9954E-12,64.2352E-12
199.526E6,24.6791E-12,30.0102E-12,37.7598E-12,48.8946E-12,64.0595E-12
204.174E6,24.6661E-12,29.9802E-12,37.7021E-12,48.7924E-12,63.8826E-12
208.930E6,24.6526E-12,29.9494E-12,37.6435E-12,48.6890E-12,63.7045E-12
213.796E6,24.6389E-12,29.9181E-12,37.5839E-12,48.5843E-12,63.5257E-12
218.776E6,24.6248E-12,29.8861E-12,37.5233E-12,48.4785E-12,63.3461E-12
223.872E6,24.6103E-12,29.8534E-12,37.4619E-12,48.3718E-12,63.1660E-12
229.087E6,24.5955E-12,29.8202E-12,37.3996E-12,48.2641E-12,62.9856E-12
234.423E6,24.5803E-12,29.7864E-12,37.3365E-12,48.1557E-12,62.8052E-12
239.883E6,24.5648E-12,29.7520E-12,37.2727E-12,48.0465E-12,62.6248E-12
245.471E6,24.5490E-12,29.7171E-12,37.2083E-12,47.9368E-12,62.4447E-12
251.189E6,24.5328E-12,29.6817E-12,37.1432E-12,47.8267E-12,62.2651E-12
257.040E6,24.5163E-12,29.6458E-12,37.0775E-12,47.7163E-12,62.0862E-12
263.027E6,24.4995E-12,29.6094E-12,37.0114E-12,47.6056E-12,61.9082E-12
269.153E6,24.4824E-12,29.5726E-12,36.9448E-12,47.4949E-12,61.7313E-12
275.423E6,24.4650E-12,29.5354E-12,36.8779E-12,47.3842E-12,61.5557E-12
281.838E6,24.4474E-12,29.4978E-12,36.8108E-12,47.2737E-12,61.3815E-12
288.403E6,24.4294E-12,29.4600E-12,36.7434E-12,47.1635E-12,61.2089E-12
295.121E6,24.4112E-12,29.4218E-12,36.6759E-12,47.0537E-12,61.0382E-12
301.995E6,24.3928E-12,29.3834E-12,36.6083E-12,46.9445E-12,60.8694E-12
309.030E6,24.3741E-12,29.3448E-12,36.5408E-12,46.8359E-12,60.7028E-12
316.228E6,24.3553E-12,29.3061E-12,36.4733E-12,46.7282E-12,60.5385E-12
323.594E6,24.3362E-12,29.2672E-12,36.4061E-12,46.6213E-12,60.3766E-12
331.131E6,24.3170E-12,29.2282E-12,36.3391E-12,46.5155E-12,60.2173E-12
338.844E6,24.2976E-12,29.1892E-12,36.2724E-12,46.4109E-12,60.0607E-12
346.737E6,24.2781E-12,29.1503E-12,36.2062E-12,46.3074E-12,59.9069E-12
354.813E6,24.2584E-12,29.1113E-12,36.1404E-12,46.2054E-12,59.7561E-12
363.078E6,24.2387E-12,29.0725E-12,36.0752E-12,46.1048E-12,59.6084E-12
371.535E6,24.2189E-12,29.0339E-12,36.0106E-12,46.0057E-12,59.4638E-12
380.189E6,24.1990E-12,28.9954E-12,35.9467E-12,45.9083E-12,59.3224E-12
389.045E6,24.1791E-12,28.9571E-12,35.8836E-12,45.8127E-12,59.1843E-12
398.107E6,24.1592E-12,28.9191E-12,35.8213E-12,45.7188E-12,59.0497E-12
407.380E6,24.1393E-12,28.8815E-12,35.7599E-12,45.6269E-12,58.9184E-12
416.869E6,24.1195E-12,28.8442E-12,35.6995E-12,45.5369E-12,58.7907E-12
426.580E6,24.0997E-12,28.8073E-12,35.6401E-12,45.4490E-12,58.6664E-12
436.516E6,24.0799E-12,28.7708E-12,35.5817E-12,45.3631E-12,58.5457E-12
446.684E6,24.0603E-12,28.7348E-12,35.5245E-12,45.2794E-12,58.4286E-12
457.088E6,24.0408E-12,28.6993E-12,35.4684E-12,45.1979E-12,58.3151E-12
467.735E6,24.0215E-12,28.6644E-12,35.4135E-12,45.1187E-12,58.2052E-12
478.630E6,24.0023E-12,28.6300E-12,35.3599E-12,45.0417E-12,58.0989E-12
489.779E6,23.9833E-12,28.5963E-12,35.3076E-12,44.9671E-12,57.9961E-12
501.187E6,23.9645E-12,28.5632E-12,35.2566E-12,44.8947E-12,57.8970E-12
512.861E6,23.9459E-12,28.5308E-12,35.2070E-12,44.8248E-12,57.8013E-12
524.807E6,23.9276E-12,28.4990E-12,35.1587E-12,44.7572E-12,57.7092E-12
537.032E6,23.9096E-12,28.4680E-12,35.1119E-12,44.6921E-12,57.6206E-12
549.541E6,23.8918E-12,28.4378E-12,35.0665E-12,44.6293E-12,57.5353E-12
562.341E6,23.8744E-12,28.4083E-12,35.0225E-12,44.5690E-12,57.4535E-12
575.440E6,23.8572E-12,28.3795E-12,34.9800E-12,44.5110E-12,57.3749E-12
588.844E6,23.8404E-12,28.3516E-12,34.9391E-12,44.4555E-12,57.2995E-12
602.560E6,23.8240E-12,28.3245E-12,34.8996E-12,44.4024E-12,57.2274E-12
616.595E6,23.8079E-12,28.2983E-12,34.8616E-12,44.3517E-12,57.1583E-12
630.957E6,23.7921E-12,28.2729E-12,34.8251E-12,44.3033E-12,57.0921E-12
645.654E6,23.7768E-12,28.2483E-12,34.7901E-12,44.2573E-12,57.0289E-12
660.693E6,23.7619E-12,28.2246E-12,34.7566E-12,44.2136E-12,56.9684E-12
676.083E6,23.7474E-12,28.2017E-12,34.7247E-12,44.1722E-12,56.9107E-12
691.831E6,23.7333E-12,28.1798E-12,34.6943E-12,44.1331E-12,56.8554E-12
707.946E6,23.7196E-12,28.1587E-12,34.6653E-12,44.0962E-12,56.8026E-12
724.436E6,23.7064E-12,28.1385E-12,34.6379E-12,44.0616E-12,56.7521E-12
741.310E6,23.6936E-12,28.1192E-12,34.6119E-12,44.0290E-12,56.7037E-12
758.578E6,23.6812E-12,28.1007E-12,34.5874E-12,43.9986E-12,56.6572E-12
776.247E6,23.6693E-12,28.0832E-12,34.5644E-12,43.9703E-12,56.6126E-12
794.328E6,23.6579E-12,28.0665E-12,34.5428E-12,43.9440E-12,56.5696E-12
812.831E6,23.6469E-12,28.0507E-12,34.5227E-12,43.9197E-12,56.5281E-12
831.764E6,23.6364E-12,28.0358E-12,34.5040E-12,43.8972E-12,56.4878E-12
851.138E6,23.6263E-12,28.0217E-12,34.4866E-12,43.8766E-12,56.4486E-12
870.964E6,23.6167E-12,28.0085E-12,34.4707E-12,43.8578E-12,56.4101E-12
891.251E6,23.6076E-12,27.9961E-12,34.4560E-12,43.8408E-12,56.3723E-12
912.011E6,23.5989E-12,27.9845E-12,34.4427E-12,43.8253E-12,56.3347E-12
933.254E6,23.5906E-12,27.9738E-12,34.4307E-12,43.8114E-12,56.2972E-12
954.993E6,23.5828E-12,27.9638E-12,34.4200E-12,43.7990E-12,56.2594E-12
977.237E6,23.5754E-12,27.9546E-12,34.4105E-12,43.7880E-12,56.2211E-12
1.00000E9,23.5684E-12,27.9462E-12,34.4022E-12,43.7783E-12,56.1820E-12
1.02329E9,23.5619E-12,27.9386E-12,34.3951E-12,43.7698E-12,56.1416E-12
1.04713E9,23.5557E-12,27.9316E-12,34.3891E-12,43.7624E-12,56.0997E-12
1.07152E9,23.5500E-12,27.9254E-12,34.3842E-12,43.7560E-12,56.0558E-12
1.09648E9,23.5445E-12,27.9198E-12,34.3803E-12,43.7504E-12,56.0096E-12
1.12202E9,23.5395E-12,27.9148E-12,34.3775E-12,43.7456E-12,55.9607E-12
1.14815E9,23.5348E-12,27.9105E-12,34.3755E-12,43.7414E-12,55.9085E-12
1.17490E9,23.5304E-12,27.9067E-12,34.3745E-12,43.7378E-12,55.8528E-12
1.20226E9,23.5263E-12,27.9035E-12,34.3743E-12,43.7344E-12,55.7929E-12
1.23027E9,23.5225E-12,27.9007E-12,34.3749E-12,43.7312E-12,55.7285E-12
1.25893E9,23.5189E-12,27.8985E-12,34.3762E-12,43.7281E-12,55.6589E-12
1.28825E9,23.5156E-12,27.8966E-12,34.3781E-12,43.7247E-12,55.5837E-12
1.31826E9,23.5125E-12,27.8951E-12,34.3806E-12,43.7211E-12,55.5024E-12
1.34896E9,23.5096E-12,27.8939E-12,34.3835E-12,43.7169E-12,55.4143E-12
1.38038E9,23.5068E-12,27.8930E-12,34.3869E-12,43.7119E-12,55.3189E-12
1.41254E9,23.5041E-12,27.8923E-12,34.3905E-12,43.7060E-12,55.2157E-12
1.44544E9,23.5016E-12,27.8917E-12,34.3943E-12,43.6990E-12,55.1040E-12
1.47911E9,23.4991E-12,27.8912E-12,34.3981E-12,43.6904E-12,54.9832E-12
1.51356E9,23.4967E-12,27.8908E-12,34.4020E-12,43.6802E-12,54.8528E-12
1.54882E9,23.4943E-12,27.8903E-12,34.4056E-12,43.6680E-12,54.7121E-12
1.58489E9,23.4919E-12,27.8898E-12,34.4089E-12,43.6536E-12,54.5606E-12
