freq (Hz),leafValue( getData("out" ?result "noise") "b" 8 "M" 0.25 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 8 "M" 0.5 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 8 "M" 1 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 8 "M" 2 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 8 "M" 4 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 12 "M" 0.25 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 12 "M" 0.5 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 12 "M" 1 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 12 "M" 2 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 12 "M" 4 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 16 "M" 0.25 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 16 "M" 0.5 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 16 "M" 1 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 16 "M" 2 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 16 "M" 4 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 20 "M" 0.25 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 20 "M" 0.5 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 20 "M" 1 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 20 "M" 2 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 20 "M" 4 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 24 "M" 0.25 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 24 "M" 0.5 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 24 "M" 1 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 24 "M" 2 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 24 "M" 4 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 28 "M" 0.25 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 28 "M" 0.5 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 28 "M" 1 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 28 "M" 2 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 28 "M" 4 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 32 "M" 0.25 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 32 "M" 0.5 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 32 "M" 1 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 32 "M" 2 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 32 "M" 4 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 36 "M" 0.25 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 36 "M" 0.5 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 36 "M" 1 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 36 "M" 2 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 36 "M" 4 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 40 "M" 0.25 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 40 "M" 0.5 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 40 "M" 1 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 40 "M" 2 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 40 "M" 4 ) (A / sqrt(Hz))
34.6737,173.206E-12,74.2981E-12,75.0470E-12,72.5444E-12,85.1193E-12,86.4811E-12,77.5831E-12,68.2389E-12,71.5425E-12,84.2240E-12,80.6521E-12,77.3955E-12,67.2784E-12,71.0378E-12,83.7638E-12,84.8257E-12,72.6944E-12,66.9052E-12,70.7370E-12,83.4822E-12,90.6738E-12,71.3856E-12,66.6808E-12,70.5276E-12,83.2927E-12,91.0007E-12,70.9160E-12,66.5214E-12,70.3726E-12,83.1574E-12,86.7593E-12,70.6817E-12,66.4008E-12,70.2543E-12,83.0563E-12,83.9793E-12,70.5369E-12,66.3031E-12,70.1597E-12,82.9784E-12,82.6485E-12,70.4350E-12,66.2227E-12,70.0831E-12,82.9167E-12
35.4813,171.252E-12,73.5710E-12,74.4717E-12,72.1531E-12,84.8030E-12,85.5569E-12,76.8462E-12,67.7330E-12,71.1576E-12,83.9137E-12,79.8062E-12,76.6733E-12,66.7797E-12,70.6547E-12,83.4556E-12,83.9364E-12,72.0250E-12,66.4077E-12,70.3543E-12,83.1751E-12,89.7226E-12,70.7295E-12,66.1833E-12,70.1449E-12,82.9862E-12,90.0505E-12,70.2638E-12,66.0237E-12,69.9898E-12,82.8512E-12,85.8597E-12,70.0308E-12,65.9027E-12,69.8714E-12,82.7504E-12,83.1121E-12,69.8863E-12,65.8046E-12,69.7767E-12,82.6726E-12,81.7964E-12,69.7844E-12,65.7239E-12,69.6999E-12,82.6110E-12
36.3078,169.320E-12,72.8535E-12,73.9053E-12,71.7686E-12,84.4928E-12,84.6440E-12,76.1193E-12,67.2350E-12,70.7795E-12,83.6093E-12,78.9708E-12,75.9610E-12,66.2887E-12,70.2783E-12,83.1534E-12,83.0582E-12,71.3647E-12,65.9180E-12,69.9783E-12,82.8739E-12,88.7832E-12,70.0825E-12,65.6936E-12,69.7689E-12,82.6856E-12,89.1121E-12,69.6205E-12,65.5336E-12,69.6137E-12,82.5509E-12,84.9713E-12,69.3887E-12,65.4122E-12,69.4952E-12,82.4503E-12,82.2558E-12,69.2446E-12,65.3138E-12,69.4003E-12,82.3726E-12,80.9550E-12,69.1427E-12,65.2327E-12,69.3234E-12,82.3111E-12
37.1535,167.410E-12,72.1454E-12,73.3475E-12,71.3909E-12,84.1884E-12,83.7422E-12,75.4021E-12,66.7447E-12,70.4080E-12,83.3108E-12,78.1458E-12,75.2583E-12,65.8053E-12,69.9085E-12,82.8570E-12,82.1909E-12,70.7135E-12,65.4358E-12,69.6089E-12,82.5785E-12,87.8554E-12,69.4443E-12,65.2114E-12,69.3995E-12,82.3907E-12,88.1854E-12,68.9861E-12,65.0512E-12,69.2442E-12,82.2564E-12,84.0942E-12,68.7555E-12,64.9294E-12,69.1255E-12,82.1560E-12,81.4102E-12,68.6117E-12,64.8306E-12,69.0305E-12,82.0784E-12,80.1242E-12,68.5097E-12,64.7491E-12,68.9535E-12,82.0170E-12
38.0189,165.523E-12,71.4467E-12,72.7983E-12,71.0198E-12,83.8900E-12,82.8515E-12,74.6946E-12,66.2621E-12,70.0431E-12,83.0180E-12,77.3310E-12,74.5652E-12,65.3295E-12,69.5453E-12,82.5663E-12,81.3344E-12,70.0713E-12,64.9611E-12,69.2460E-12,82.2888E-12,86.9393E-12,68.8150E-12,64.7368E-12,69.0366E-12,82.1016E-12,87.2703E-12,68.3604E-12,64.5763E-12,68.8812E-12,81.9676E-12,83.2281E-12,68.1310E-12,64.4540E-12,68.7624E-12,81.8673E-12,80.5754E-12,67.9875E-12,64.3548E-12,68.6672E-12,81.7899E-12,79.3039E-12,67.8855E-12,64.2730E-12,68.5900E-12,81.7286E-12
38.9045,163.658E-12,70.7572E-12,72.2575E-12,70.6554E-12,83.5973E-12,81.9717E-12,73.9966E-12,65.7870E-12,69.6846E-12,82.7309E-12,76.5264E-12,73.8816E-12,64.8612E-12,69.1884E-12,82.2812E-12,80.4886E-12,69.4380E-12,64.4939E-12,68.8895E-12,82.0047E-12,86.0345E-12,68.1943E-12,64.2696E-12,68.6801E-12,81.8180E-12,86.3667E-12,67.7434E-12,64.1087E-12,68.5246E-12,81.6843E-12,82.3728E-12,67.5151E-12,63.9861E-12,68.4056E-12,81.5843E-12,79.7511E-12,67.3720E-12,63.8865E-12,68.3103E-12,81.5070E-12,78.4940E-12,67.2699E-12,63.8043E-12,68.2330E-12,81.4458E-12
39.8107,161.814E-12,70.0768E-12,71.7252E-12,70.2973E-12,83.3103E-12,81.1027E-12,73.3082E-12,65.3194E-12,69.3325E-12,82.4493E-12,75.7319E-12,73.2074E-12,64.4002E-12,68.8379E-12,82.0017E-12,79.6533E-12,68.8134E-12,64.0340E-12,68.5393E-12,81.7261E-12,85.1411E-12,67.5823E-12,63.8097E-12,68.3299E-12,81.5400E-12,85.4744E-12,67.1349E-12,63.6485E-12,68.1744E-12,81.4066E-12,81.5284E-12,66.9078E-12,63.5255E-12,68.0552E-12,81.3067E-12,78.9372E-12,66.7649E-12,63.4255E-12,67.9597E-12,81.2296E-12,77.6944E-12,66.6628E-12,63.3429E-12,67.8822E-12,81.1684E-12
40.7380,159.992E-12,69.4055E-12,71.2011E-12,69.9457E-12,83.0288E-12,80.2444E-12,72.6290E-12,64.8592E-12,68.9867E-12,82.1733E-12,74.9473E-12,72.5425E-12,63.9465E-12,68.4937E-12,81.7276E-12,78.8285E-12,68.1976E-12,63.5814E-12,68.1953E-12,81.4529E-12,84.2589E-12,66.9789E-12,63.3570E-12,67.9860E-12,81.2673E-12,84.5933E-12,66.5349E-12,63.1955E-12,67.8303E-12,81.1342E-12,80.6947E-12,66.3089E-12,63.0721E-12,67.7110E-12,81.0346E-12,78.1337E-12,66.1663E-12,62.9717E-12,67.6154E-12,80.9575E-12,76.9050E-12,66.0642E-12,62.8887E-12,67.5377E-12,80.8965E-12
41.6869,158.191E-12,68.7431E-12,70.6851E-12,69.6003E-12,82.7529E-12,79.3967E-12,71.9592E-12,64.4063E-12,68.6470E-12,81.9026E-12,74.1725E-12,71.8868E-12,63.5000E-12,68.1556E-12,81.4588E-12,78.0141E-12,67.5903E-12,63.1359E-12,67.8575E-12,81.1851E-12,83.3877E-12,66.3838E-12,62.9115E-12,67.6482E-12,81.0000E-12,83.7233E-12,65.9434E-12,62.7497E-12,67.4924E-12,80.8672E-12,79.8715E-12,65.7184E-12,62.6259E-12,67.3729E-12,80.7677E-12,77.3404E-12,65.5761E-12,62.5251E-12,67.2771E-12,80.6908E-12,76.1256E-12,65.4739E-12,62.4417E-12,67.1994E-12,80.6298E-12
42.6580,156.411E-12,68.0896E-12,70.1773E-12,69.2612E-12,82.4823E-12,78.5594E-12,71.2985E-12,63.9607E-12,68.3135E-12,81.6372E-12,73.4075E-12,71.2402E-12,63.0606E-12,67.8235E-12,81.1954E-12,77.2099E-12,66.9916E-12,62.6975E-12,67.5258E-12,80.9225E-12,82.5275E-12,65.7971E-12,62.4731E-12,67.3164E-12,80.7379E-12,82.8643E-12,65.3601E-12,62.3110E-12,67.1605E-12,80.6054E-12,79.0588E-12,65.1362E-12,62.1867E-12,67.0409E-12,80.5061E-12,76.5572E-12,64.9941E-12,62.0855E-12,66.9450E-12,80.4293E-12,75.3561E-12,64.8918E-12,62.0018E-12,66.8670E-12,80.3684E-12
43.6516,154.651E-12,67.4449E-12,69.6774E-12,68.9281E-12,82.2170E-12,77.7325E-12,70.6469E-12,63.5221E-12,67.9860E-12,81.3770E-12,72.6522E-12,70.6026E-12,62.6282E-12,67.4975E-12,80.9370E-12,76.4159E-12,66.4012E-12,62.2661E-12,67.2000E-12,80.6651E-12,81.6781E-12,65.2187E-12,62.0416E-12,66.9906E-12,80.4809E-12,82.0162E-12,64.7850E-12,61.8792E-12,66.8346E-12,80.3487E-12,78.2565E-12,64.5621E-12,61.7545E-12,66.7148E-12,80.2496E-12,75.7841E-12,64.4203E-12,61.6529E-12,66.6188E-12,80.1729E-12,74.5965E-12,64.3179E-12,61.5688E-12,66.5407E-12,80.1121E-12
44.6684,152.912E-12,66.8088E-12,69.1854E-12,68.6011E-12,81.9570E-12,76.9158E-12,70.0043E-12,63.0906E-12,67.6644E-12,81.1219E-12,71.9063E-12,69.9739E-12,62.2028E-12,67.1773E-12,80.6838E-12,75.6318E-12,65.8192E-12,61.8417E-12,66.8801E-12,80.4127E-12,80.8394E-12,64.6484E-12,61.6171E-12,66.6707E-12,80.2290E-12,81.1788E-12,64.2180E-12,61.4543E-12,66.5146E-12,80.0970E-12,77.4644E-12,63.9962E-12,61.3292E-12,66.3946E-12,79.9981E-12,75.0208E-12,63.8545E-12,61.2272E-12,66.2984E-12,79.9215E-12,73.8467E-12,63.7520E-12,61.1427E-12,66.2202E-12,79.8608E-12
45.7088,151.194E-12,66.1813E-12,68.7012E-12,68.2800E-12,81.7020E-12,76.1093E-12,69.3705E-12,62.6660E-12,67.3486E-12,80.8719E-12,71.1699E-12,69.3540E-12,61.7843E-12,66.8630E-12,80.4355E-12,74.8577E-12,65.2454E-12,61.4240E-12,66.5660E-12,80.1653E-12,80.0113E-12,64.0862E-12,61.1994E-12,66.3566E-12,79.9821E-12,80.3520E-12,63.6590E-12,61.0363E-12,66.2003E-12,79.8504E-12,76.6824E-12,63.4382E-12,60.9107E-12,66.0802E-12,79.7516E-12,74.2673E-12,63.2968E-12,60.8083E-12,65.9839E-12,79.6751E-12,73.1065E-12,63.1942E-12,60.7235E-12,65.9055E-12,79.6145E-12
46.7735,149.495E-12,65.5622E-12,68.2248E-12,67.9648E-12,81.4521E-12,75.3127E-12,68.7456E-12,62.2483E-12,67.0386E-12,80.6268E-12,70.4428E-12,68.7428E-12,61.3724E-12,66.5543E-12,80.1922E-12,74.0934E-12,64.6798E-12,61.0131E-12,66.2576E-12,79.9228E-12,79.1937E-12,63.5320E-12,60.7884E-12,66.0482E-12,79.7400E-12,79.5358E-12,63.1080E-12,60.6249E-12,65.8918E-12,79.6086E-12,75.9104E-12,62.8882E-12,60.4990E-12,65.7715E-12,79.5100E-12,73.5236E-12,62.7469E-12,60.3962E-12,65.6750E-12,79.4336E-12,72.3758E-12,62.6442E-12,60.3109E-12,65.5965E-12,79.3730E-12
47.8630,147.817E-12,64.9516E-12,67.7559E-12,67.6553E-12,81.2072E-12,74.5261E-12,68.1293E-12,61.8374E-12,66.7342E-12,80.3866E-12,69.7249E-12,68.1402E-12,60.9673E-12,66.2513E-12,79.9537E-12,73.3388E-12,64.1222E-12,60.6089E-12,65.9548E-12,79.6851E-12,78.3864E-12,62.9857E-12,60.3841E-12,65.7454E-12,79.5027E-12,78.7300E-12,62.5649E-12,60.2203E-12,65.5889E-12,79.3716E-12,75.1484E-12,62.3459E-12,60.0939E-12,65.4685E-12,79.2732E-12,72.7894E-12,62.2049E-12,59.9907E-12,65.3718E-12,79.1969E-12,71.6546E-12,62.1021E-12,59.9050E-12,65.2931E-12,79.1363E-12
48.9779,146.157E-12,64.3492E-12,67.2945E-12,67.3515E-12,80.9670E-12,73.7493E-12,67.5216E-12,61.4331E-12,66.4354E-12,80.1511E-12,69.0162E-12,67.5461E-12,60.5688E-12,65.9539E-12,79.7199E-12,72.5938E-12,63.5726E-12,60.2112E-12,65.6576E-12,79.4521E-12,77.5895E-12,62.4473E-12,59.9863E-12,65.4481E-12,79.2702E-12,77.9344E-12,62.0295E-12,59.8221E-12,65.2915E-12,79.1393E-12,74.3961E-12,61.8115E-12,59.6953E-12,65.1709E-12,79.0410E-12,72.0647E-12,61.6706E-12,59.5917E-12,65.0741E-12,78.9649E-12,70.9427E-12,61.5677E-12,59.5057E-12,64.9953E-12,78.9044E-12
50.1187,144.518E-12,63.7551E-12,66.8406E-12,67.0532E-12,80.7317E-12,72.9821E-12,66.9224E-12,61.0355E-12,66.1422E-12,79.9203E-12,68.3165E-12,66.9605E-12,60.1768E-12,65.6619E-12,79.4908E-12,71.8583E-12,63.0309E-12,59.8201E-12,65.3659E-12,79.2238E-12,76.8027E-12,61.9165E-12,59.5950E-12,65.1563E-12,79.0423E-12,77.1491E-12,61.5018E-12,59.4305E-12,64.9996E-12,78.9116E-12,73.6535E-12,61.2847E-12,59.3033E-12,64.8788E-12,78.8135E-12,71.3493E-12,61.1440E-12,59.1993E-12,64.7819E-12,78.7375E-12,70.2400E-12,61.0409E-12,59.1129E-12,64.7029E-12,78.6770E-12
51.2861,142.897E-12,63.1691E-12,66.3940E-12,66.7605E-12,80.5011E-12,72.2246E-12,66.3316E-12,60.6445E-12,65.8543E-12,79.6942E-12,67.6257E-12,66.3832E-12,59.7913E-12,65.3753E-12,79.2663E-12,71.1321E-12,62.4969E-12,59.4353E-12,65.0795E-12,79.0000E-12,76.0259E-12,61.3934E-12,59.2102E-12,64.8699E-12,78.8189E-12,76.3738E-12,60.9817E-12,59.0453E-12,64.7130E-12,78.6885E-12,72.9206E-12,60.7654E-12,58.9176E-12,64.5921E-12,78.5906E-12,70.6433E-12,60.6249E-12,58.8132E-12,64.4950E-12,78.5146E-12,69.5465E-12,60.5217E-12,58.7264E-12,64.4159E-12,78.4542E-12
52.4807,141.295E-12,62.5911E-12,65.9547E-12,66.4732E-12,80.2750E-12,71.4765E-12,65.7492E-12,60.2598E-12,65.5718E-12,79.4725E-12,66.9437E-12,65.8142E-12,59.4121E-12,65.0941E-12,79.0462E-12,70.4153E-12,61.9707E-12,59.0569E-12,64.7984E-12,78.7807E-12,75.2590E-12,60.8779E-12,58.8316E-12,64.5887E-12,78.6000E-12,75.6085E-12,60.4691E-12,58.6664E-12,64.4318E-12,78.4699E-12,72.1971E-12,60.2537E-12,58.5383E-12,64.3107E-12,78.3721E-12,69.9465E-12,60.1134E-12,58.4335E-12,64.2134E-12,78.2962E-12,68.8620E-12,60.0100E-12,58.3463E-12,64.1342E-12,78.2359E-12
53.7032,139.712E-12,62.0211E-12,65.5225E-12,66.1912E-12,80.0535E-12,70.7378E-12,65.1749E-12,59.8816E-12,65.2945E-12,79.2553E-12,66.2705E-12,65.2533E-12,59.0392E-12,64.8180E-12,78.8306E-12,69.7077E-12,61.4521E-12,58.6847E-12,64.5225E-12,78.5658E-12,74.5020E-12,60.3698E-12,58.4593E-12,64.3128E-12,78.3855E-12,74.8530E-12,59.9639E-12,58.2937E-12,64.1557E-12,78.2556E-12,71.4831E-12,59.7494E-12,58.1652E-12,64.0345E-12,78.1579E-12,69.2587E-12,59.6092E-12,58.0600E-12,63.9371E-12,78.0821E-12,68.1864E-12,59.5057E-12,57.9724E-12,63.8577E-12,78.0219E-12
54.9541,138.148E-12,61.4590E-12,65.0973E-12,65.9145E-12,79.8365E-12,70.0084E-12,64.6088E-12,59.5096E-12,65.0224E-12,79.0425E-12,65.6060E-12,64.7005E-12,58.6725E-12,64.5471E-12,78.6193E-12,69.0091E-12,60.9410E-12,58.3188E-12,64.2518E-12,78.3552E-12,73.7547E-12,59.8692E-12,58.0932E-12,64.0420E-12,78.1754E-12,74.1073E-12,59.4661E-12,57.9273E-12,63.8848E-12,78.0456E-12,70.7783E-12,59.2524E-12,57.7983E-12,63.7634E-12,77.9481E-12,68.5799E-12,59.1123E-12,57.6926E-12,63.6659E-12,77.8724E-12,67.5197E-12,59.0087E-12,57.6047E-12,63.5863E-12,77.8122E-12
56.2341,136.602E-12,60.9046E-12,64.6792E-12,65.6429E-12,79.6238E-12,69.2882E-12,64.0508E-12,59.1438E-12,64.7554E-12,78.8340E-12,64.9500E-12,64.1556E-12,58.3119E-12,64.2812E-12,78.4122E-12,68.3196E-12,60.4374E-12,57.9589E-12,63.9861E-12,78.1489E-12,73.0171E-12,59.3759E-12,57.7332E-12,63.7763E-12,77.9694E-12,73.3713E-12,58.9756E-12,57.5669E-12,63.6189E-12,77.8399E-12,70.0827E-12,58.7627E-12,57.4375E-12,63.4974E-12,77.7425E-12,67.9101E-12,58.6227E-12,57.3314E-12,63.3997E-12,77.6669E-12,66.8618E-12,58.5189E-12,57.2431E-12,63.3200E-12,77.6068E-12
57.5440,135.073E-12,60.3580E-12,64.2679E-12,65.3764E-12,79.4154E-12,68.5771E-12,63.5007E-12,58.7842E-12,64.4934E-12,78.6296E-12,64.3025E-12,63.6187E-12,57.9573E-12,64.0204E-12,78.2094E-12,67.6390E-12,59.9412E-12,57.6050E-12,63.7254E-12,77.9467E-12,72.2889E-12,58.8898E-12,57.3792E-12,63.5155E-12,77.7676E-12,72.6448E-12,58.4923E-12,57.2125E-12,63.3581E-12,77.6384E-12,69.3962E-12,58.2801E-12,57.0827E-12,63.2364E-12,77.5411E-12,67.2490E-12,58.1402E-12,56.9762E-12,63.1385E-12,77.4656E-12,66.2125E-12,58.0363E-12,56.8875E-12,63.0587E-12,77.4055E-12
58.8844,133.563E-12,59.8189E-12,63.8635E-12,65.1150E-12,79.2112E-12,67.8750E-12,62.9585E-12,58.4306E-12,64.2363E-12,78.4294E-12,63.6633E-12,63.0896E-12,57.6087E-12,63.7644E-12,78.0106E-12,66.9672E-12,59.4522E-12,57.2571E-12,63.4696E-12,77.7487E-12,71.5702E-12,58.4108E-12,57.0311E-12,63.2597E-12,77.5699E-12,71.9277E-12,58.0160E-12,56.8640E-12,63.1021E-12,77.4409E-12,68.7187E-12,57.8047E-12,56.7338E-12,62.9802E-12,77.3437E-12,66.5966E-12,57.6649E-12,56.6269E-12,62.8822E-12,77.2683E-12,65.5718E-12,57.5607E-12,56.5378E-12,62.8022E-12,77.2083E-12
60.2560,132.071E-12,59.2874E-12,63.4657E-12,64.8585E-12,79.0112E-12,67.1818E-12,62.4241E-12,58.0830E-12,63.9841E-12,78.2333E-12,63.0325E-12,62.5682E-12,57.2660E-12,63.5133E-12,77.8159E-12,66.3041E-12,58.9705E-12,56.9151E-12,63.2186E-12,77.5546E-12,70.8608E-12,57.9390E-12,56.6889E-12,63.0086E-12,77.3762E-12,71.2200E-12,57.5468E-12,56.5214E-12,62.8509E-12,77.2474E-12,68.0502E-12,57.3362E-12,56.3907E-12,62.7289E-12,77.1504E-12,65.9529E-12,57.1965E-12,56.2834E-12,62.6307E-12,77.0750E-12,64.9395E-12,57.0922E-12,56.1940E-12,62.5506E-12,77.0151E-12
61.6595,130.596E-12,58.7634E-12,63.0746E-12,64.6068E-12,78.8152E-12,66.4973E-12,61.8974E-12,57.7413E-12,63.7366E-12,78.0412E-12,62.4098E-12,62.0544E-12,56.9291E-12,63.2669E-12,77.6252E-12,65.6496E-12,58.4959E-12,56.5788E-12,62.9724E-12,77.3645E-12,70.1606E-12,57.4741E-12,56.3524E-12,62.7623E-12,77.1865E-12,70.5216E-12,57.0846E-12,56.1846E-12,62.6045E-12,77.0578E-12,67.3904E-12,56.8747E-12,56.0535E-12,62.4823E-12,76.9610E-12,65.3177E-12,56.7351E-12,55.9458E-12,62.3840E-12,76.8857E-12,64.3157E-12,56.6306E-12,55.8560E-12,62.3037E-12,76.8258E-12
63.0957,129.138E-12,58.2467E-12,62.6900E-12,64.3599E-12,78.6232E-12,65.8216E-12,61.3784E-12,57.4053E-12,63.4939E-12,77.8530E-12,61.7953E-12,61.5482E-12,56.5980E-12,63.0252E-12,77.4383E-12,65.0036E-12,58.0284E-12,56.2483E-12,62.7308E-12,77.1783E-12,69.4695E-12,57.0162E-12,56.0217E-12,62.5207E-12,77.0006E-12,69.8323E-12,56.6292E-12,55.8535E-12,62.3627E-12,76.8722E-12,66.7394E-12,56.4201E-12,55.7219E-12,62.2404E-12,76.7754E-12,64.6909E-12,56.2805E-12,55.6138E-12,62.1419E-12,76.7002E-12,63.7001E-12,56.1758E-12,55.5237E-12,62.0615E-12,76.6404E-12
64.5654,127.697E-12,57.7373E-12,62.3119E-12,64.1177E-12,78.4352E-12,65.1545E-12,60.8668E-12,57.0752E-12,63.2557E-12,77.6686E-12,61.1888E-12,61.0494E-12,56.2724E-12,62.7881E-12,77.2553E-12,64.3661E-12,57.5678E-12,55.9233E-12,62.4939E-12,76.9959E-12,68.7875E-12,56.5651E-12,55.6966E-12,62.2837E-12,76.8185E-12,69.1520E-12,56.1807E-12,55.5280E-12,62.1255E-12,76.6903E-12,66.0969E-12,55.9722E-12,55.3960E-12,62.0031E-12,76.5937E-12,64.0725E-12,55.8327E-12,55.2875E-12,61.9044E-12,76.5185E-12,63.0928E-12,55.7278E-12,55.1970E-12,61.8239E-12,76.4587E-12
66.0693,126.274E-12,57.2351E-12,61.9402E-12,63.8802E-12,78.2509E-12,64.4958E-12,60.3628E-12,56.7506E-12,63.0222E-12,77.4880E-12,60.5902E-12,60.5581E-12,55.9525E-12,62.5555E-12,77.0760E-12,63.7370E-12,57.1141E-12,55.6040E-12,62.2614E-12,76.8172E-12,68.1144E-12,56.1207E-12,55.3771E-12,62.0512E-12,76.6402E-12,68.4807E-12,55.7389E-12,55.2081E-12,61.8929E-12,76.5121E-12,65.4631E-12,55.5310E-12,55.0757E-12,61.7703E-12,76.4156E-12,63.4623E-12,55.3915E-12,54.9668E-12,61.6715E-12,76.3405E-12,62.4936E-12,55.2865E-12,54.8758E-12,61.5908E-12,76.2808E-12
67.6083,124.867E-12,56.7401E-12,61.5748E-12,63.6471E-12,78.0705E-12,63.8457E-12,59.8661E-12,56.4317E-12,62.7931E-12,77.3111E-12,59.9995E-12,60.0740E-12,55.6381E-12,62.3274E-12,76.9004E-12,63.1161E-12,56.6673E-12,55.2901E-12,62.0334E-12,76.6422E-12,67.4501E-12,55.6831E-12,55.0630E-12,61.8231E-12,76.4655E-12,67.8183E-12,55.3037E-12,54.8936E-12,61.6647E-12,76.3376E-12,64.8376E-12,55.0965E-12,54.7608E-12,61.5419E-12,76.2412E-12,62.8603E-12,54.9570E-12,54.6515E-12,61.4430E-12,76.1662E-12,61.9024E-12,54.8518E-12,54.5602E-12,61.3622E-12,76.1065E-12
69.1831,123.476E-12,56.2521E-12,61.2155E-12,63.4186E-12,77.8937E-12,63.2038E-12,59.3766E-12,56.1183E-12,62.5684E-12,77.1378E-12,59.4165E-12,59.5972E-12,55.3291E-12,62.1037E-12,76.7283E-12,62.5034E-12,56.2272E-12,54.9817E-12,61.8098E-12,76.4707E-12,66.7945E-12,55.2521E-12,54.7543E-12,61.5994E-12,76.2944E-12,67.1646E-12,54.8750E-12,54.5846E-12,61.4409E-12,76.1667E-12,64.2205E-12,54.6685E-12,54.4513E-12,61.3179E-12,76.0704E-12,62.2663E-12,54.5291E-12,54.3416E-12,61.2189E-12,75.9955E-12,61.3191E-12,54.4236E-12,54.2499E-12,61.1380E-12,75.9358E-12
70.7946,122.102E-12,55.7711E-12,60.8624E-12,63.1945E-12,77.7206E-12,62.5702E-12,58.8944E-12,55.8103E-12,62.3480E-12,76.9681E-12,58.8413E-12,59.1275E-12,55.0254E-12,61.8843E-12,76.5599E-12,61.8987E-12,55.7937E-12,54.6786E-12,61.5905E-12,76.3028E-12,66.1476E-12,54.8276E-12,54.4510E-12,61.3800E-12,76.1268E-12,66.5196E-12,54.4529E-12,54.2809E-12,61.2213E-12,75.9993E-12,63.6117E-12,54.2470E-12,54.1472E-12,61.0982E-12,75.9031E-12,61.6804E-12,54.1076E-12,54.0371E-12,60.9991E-12,75.8283E-12,60.7438E-12,54.0019E-12,53.9450E-12,60.9180E-12,75.7686E-12
