freq (Hz),leafValue( getData("out" ?result "noise") "b" 8 "M" 0.25 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 8 "M" 0.5 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 8 "M" 1 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 8 "M" 2 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 8 "M" 4 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 12 "M" 0.25 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 12 "M" 0.5 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 12 "M" 1 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 12 "M" 2 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 12 "M" 4 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 16 "M" 0.25 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 16 "M" 0.5 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 16 "M" 1 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 16 "M" 2 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 16 "M" 4 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 20 "M" 0.25 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 20 "M" 0.5 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 20 "M" 1 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 20 "M" 2 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 20 "M" 4 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 24 "M" 0.25 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 24 "M" 0.5 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 24 "M" 1 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 24 "M" 2 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 24 "M" 4 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 28 "M" 0.25 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 28 "M" 0.5 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 28 "M" 1 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 28 "M" 2 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 28 "M" 4 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 32 "M" 0.25 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 32 "M" 0.5 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 32 "M" 1 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 32 "M" 2 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 32 "M" 4 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 36 "M" 0.25 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 36 "M" 0.5 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 36 "M" 1 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 36 "M" 2 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 36 "M" 4 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 40 "M" 0.25 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 40 "M" 0.5 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 40 "M" 1 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 40 "M" 2 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 40 "M" 4 ) (A / sqrt(Hz))
1.25893E9,18.2002E-12,24.7543E-12,37.1000E-12,44.1562E-12,54.3549E-12,20.1742E-12,28.3695E-12,35.2869E-12,43.3757E-12,52.8984E-12,21.6033E-12,29.8402E-12,34.7436E-12,42.8028E-12,51.6000E-12,22.8127E-12,29.0484E-12,34.3762E-12,42.3515E-12,50.3749E-12,24.2904E-12,28.6695E-12,34.0836E-12,41.9723E-12,49.1897E-12,25.0929E-12,28.4217E-12,33.8410E-12,41.6393E-12,48.0324E-12,24.9178E-12,28.2223E-12,33.6354E-12,41.3370E-12,46.9004E-12,24.6554E-12,28.0503E-12,33.4582E-12,41.0550E-12,45.7945E-12,24.4661E-12,27.8985E-12,33.3032E-12,40.7871E-12,44.7174E-12
1.28825E9,18.1644E-12,24.7373E-12,37.1064E-12,44.1556E-12,54.2570E-12,20.1490E-12,28.3700E-12,35.2913E-12,43.3694E-12,52.7659E-12,21.5965E-12,29.8402E-12,34.7467E-12,42.7906E-12,51.4324E-12,22.8096E-12,29.0479E-12,34.3781E-12,42.3330E-12,50.1731E-12,24.2875E-12,28.6686E-12,34.0844E-12,41.9473E-12,48.9558E-12,25.0899E-12,28.4206E-12,33.8407E-12,41.6075E-12,47.7691E-12,24.9149E-12,28.2209E-12,33.6341E-12,41.2983E-12,46.6106E-12,24.6526E-12,28.0486E-12,33.4558E-12,41.0092E-12,45.4815E-12,24.4632E-12,27.8966E-12,33.2997E-12,40.7340E-12,44.3843E-12
1.31826E9,18.1282E-12,24.7197E-12,37.1134E-12,44.1548E-12,54.1526E-12,20.1233E-12,28.3709E-12,35.2964E-12,43.3628E-12,52.6261E-12,21.5897E-12,29.8407E-12,34.7504E-12,42.7777E-12,51.2567E-12,22.8068E-12,29.0479E-12,34.3806E-12,42.3136E-12,49.9628E-12,24.2848E-12,28.6682E-12,34.0858E-12,41.9211E-12,48.7132E-12,25.0871E-12,28.4199E-12,33.8410E-12,41.5744E-12,47.4971E-12,24.9122E-12,28.2199E-12,33.6333E-12,41.2579E-12,46.3125E-12,24.6500E-12,28.0474E-12,33.4538E-12,40.9615E-12,45.1606E-12,24.4606E-12,27.8951E-12,33.2966E-12,40.6787E-12,44.0440E-12
1.34896E9,18.0917E-12,24.7016E-12,37.1209E-12,44.1535E-12,54.0411E-12,20.0970E-12,28.3722E-12,35.3020E-12,43.3555E-12,52.4785E-12,21.5828E-12,29.8416E-12,34.7546E-12,42.7639E-12,51.0725E-12,22.8042E-12,29.0482E-12,34.3835E-12,42.2931E-12,49.7437E-12,24.2824E-12,28.6681E-12,34.0875E-12,41.8936E-12,48.4617E-12,25.0846E-12,28.4195E-12,33.8416E-12,41.5396E-12,47.2163E-12,24.9098E-12,28.2192E-12,33.6327E-12,41.2157E-12,46.0059E-12,24.6476E-12,28.0464E-12,33.4521E-12,40.9115E-12,44.8318E-12,24.4582E-12,27.8939E-12,33.2938E-12,40.6210E-12,43.6966E-12
1.38038E9,18.0550E-12,24.6826E-12,37.1288E-12,44.1515E-12,53.9220E-12,20.0702E-12,28.3738E-12,35.3081E-12,43.3474E-12,52.3225E-12,21.5759E-12,29.8429E-12,34.7592E-12,42.7491E-12,50.8795E-12,22.8017E-12,29.0488E-12,34.3869E-12,42.2713E-12,49.5154E-12,24.2802E-12,28.6683E-12,34.0896E-12,41.8645E-12,48.2010E-12,25.0823E-12,28.4194E-12,33.8425E-12,41.5029E-12,46.9266E-12,24.9076E-12,28.2188E-12,33.6324E-12,41.1713E-12,45.6909E-12,24.6454E-12,28.0458E-12,33.4506E-12,40.8592E-12,44.4952E-12,24.4559E-12,27.8930E-12,33.2911E-12,40.5606E-12,43.3421E-12
1.41254E9,18.0179E-12,24.6629E-12,37.1370E-12,44.1485E-12,53.7947E-12,20.0428E-12,28.3756E-12,35.3145E-12,43.3383E-12,52.1578E-12,21.5688E-12,29.8445E-12,34.7642E-12,42.7331E-12,50.6772E-12,22.7993E-12,29.0497E-12,34.3905E-12,42.2480E-12,49.2777E-12,24.2781E-12,28.6688E-12,34.0920E-12,41.8335E-12,47.9309E-12,25.0802E-12,28.4195E-12,33.8436E-12,41.4642E-12,46.6279E-12,24.9055E-12,28.2186E-12,33.6323E-12,41.1244E-12,45.3674E-12,24.6433E-12,28.0453E-12,33.4492E-12,40.8042E-12,44.1509E-12,24.4538E-12,27.8923E-12,33.2884E-12,40.4972E-12,42.9807E-12
1.44544E9,17.9805E-12,24.6422E-12,37.1454E-12,44.1444E-12,53.6588E-12,20.0148E-12,28.3775E-12,35.3212E-12,43.3278E-12,51.9839E-12,21.5615E-12,29.8462E-12,34.7693E-12,42.7155E-12,50.4653E-12,22.7969E-12,29.0508E-12,34.3943E-12,42.2228E-12,49.0302E-12,24.2762E-12,28.6695E-12,34.0945E-12,41.8005E-12,47.6512E-12,25.0782E-12,28.4198E-12,33.8448E-12,41.4230E-12,46.3200E-12,24.9035E-12,28.2186E-12,33.6322E-12,41.0750E-12,45.0354E-12,24.6414E-12,28.0450E-12,33.4478E-12,40.7462E-12,43.7990E-12,24.4519E-12,27.8917E-12,33.2857E-12,40.4306E-12,42.6127E-12
1.47911E9,17.9428E-12,24.6205E-12,37.1538E-12,44.1390E-12,53.5136E-12,19.9862E-12,28.3795E-12,35.3280E-12,43.3159E-12,51.8002E-12,21.5540E-12,29.8481E-12,34.7746E-12,42.6962E-12,50.2434E-12,22.7946E-12,29.0520E-12,34.3981E-12,42.1957E-12,48.7727E-12,24.2744E-12,28.6703E-12,34.0970E-12,41.7652E-12,47.3618E-12,25.0763E-12,28.4202E-12,33.8459E-12,41.3793E-12,46.0029E-12,24.9017E-12,28.2187E-12,33.6320E-12,41.0226E-12,44.6951E-12,24.6395E-12,28.0448E-12,33.4463E-12,40.6851E-12,43.4395E-12,24.4500E-12,27.8913E-12,33.2827E-12,40.3606E-12,42.2382E-12
1.51356E9,17.9049E-12,24.5976E-12,37.1620E-12,44.1318E-12,53.3588E-12,19.9569E-12,28.3814E-12,35.3349E-12,43.3022E-12,51.6064E-12,21.5461E-12,29.8501E-12,34.7799E-12,42.6748E-12,50.0112E-12,22.7923E-12,29.0533E-12,34.4020E-12,42.1662E-12,48.5049E-12,24.2726E-12,28.6711E-12,34.0994E-12,41.7273E-12,47.0626E-12,25.0745E-12,28.4207E-12,33.8470E-12,41.3327E-12,45.6767E-12,24.8999E-12,28.2189E-12,33.6316E-12,40.9671E-12,44.3464E-12,24.6377E-12,28.0447E-12,33.4445E-12,40.6204E-12,43.0728E-12,24.4481E-12,27.8908E-12,33.2795E-12,40.2868E-12,41.8574E-12
1.54882E9,17.8667E-12,24.5734E-12,37.1699E-12,44.1227E-12,53.1936E-12,19.9269E-12,28.3832E-12,35.3416E-12,43.2864E-12,51.4021E-12,21.5380E-12,29.8521E-12,34.7850E-12,42.6512E-12,49.7683E-12,22.7900E-12,29.0546E-12,34.4056E-12,42.1342E-12,48.2267E-12,24.2708E-12,28.6720E-12,34.1016E-12,41.6865E-12,46.7535E-12,25.0727E-12,28.4212E-12,33.8477E-12,41.2828E-12,45.3413E-12,24.8981E-12,28.2190E-12,33.6309E-12,40.9080E-12,43.9895E-12,24.6360E-12,28.0445E-12,33.4423E-12,40.5520E-12,42.6989E-12,24.4463E-12,27.8904E-12,33.2758E-12,40.2089E-12,41.4706E-12
1.58489E9,17.8283E-12,24.5477E-12,37.1774E-12,44.1114E-12,53.0177E-12,19.8962E-12,28.3847E-12,35.3481E-12,43.2683E-12,51.1868E-12,21.5294E-12,29.8541E-12,34.7899E-12,42.6250E-12,49.5144E-12,22.7875E-12,29.0559E-12,34.4089E-12,42.0993E-12,47.9379E-12,24.2690E-12,28.6728E-12,34.1034E-12,41.6425E-12,46.4343E-12,25.0709E-12,28.4216E-12,33.8480E-12,41.2295E-12,44.9969E-12,24.8964E-12,28.2191E-12,33.6297E-12,40.8451E-12,43.6246E-12,24.6342E-12,28.0443E-12,33.4395E-12,40.4795E-12,42.3181E-12,24.4445E-12,27.8898E-12,33.2714E-12,40.1268E-12,41.0782E-12
1.62181E9,17.7897E-12,24.5206E-12,37.1841E-12,44.0976E-12,52.8305E-12,19.8649E-12,28.3859E-12,35.3542E-12,43.2475E-12,50.9601E-12,21.5205E-12,29.8558E-12,34.7944E-12,42.5958E-12,49.2494E-12,22.7849E-12,29.0570E-12,34.4118E-12,42.0611E-12,47.6384E-12,24.2672E-12,28.6735E-12,34.1047E-12,41.5950E-12,46.1052E-12,25.0690E-12,28.4219E-12,33.8478E-12,41.1724E-12,44.6434E-12,24.8946E-12,28.2190E-12,33.6279E-12,40.7782E-12,43.2518E-12,24.6324E-12,28.0439E-12,33.4361E-12,40.4027E-12,41.9307E-12,24.4427E-12,27.8891E-12,33.2663E-12,40.0400E-12,40.6803E-12
1.65959E9,17.7508E-12,24.4917E-12,37.1900E-12,44.0809E-12,52.6314E-12,19.8328E-12,28.3867E-12,35.3597E-12,43.2238E-12,50.7216E-12,21.5110E-12,29.8573E-12,34.7983E-12,42.5635E-12,48.9728E-12,22.7821E-12,29.0579E-12,34.4141E-12,42.0195E-12,47.3280E-12,24.2652E-12,28.6739E-12,34.1054E-12,41.5437E-12,45.7662E-12,25.0671E-12,28.4220E-12,33.8468E-12,41.1111E-12,44.2811E-12,24.8927E-12,28.2187E-12,33.6253E-12,40.7068E-12,42.8714E-12,24.6306E-12,28.0433E-12,33.4318E-12,40.3211E-12,41.5370E-12,24.4408E-12,27.8881E-12,33.2603E-12,39.9482E-12,40.2775E-12
1.69824E9,17.7118E-12,24.4611E-12,37.1948E-12,44.0610E-12,52.4202E-12,19.8001E-12,28.3868E-12,35.3646E-12,43.1967E-12,50.4711E-12,21.5010E-12,29.8585E-12,34.8015E-12,42.5275E-12,48.6846E-12,22.7791E-12,29.0586E-12,34.4156E-12,41.9740E-12,47.0067E-12,24.2631E-12,28.6741E-12,34.1052E-12,41.4882E-12,45.4172E-12,25.0651E-12,28.4218E-12,33.8450E-12,41.0454E-12,43.9100E-12,24.8908E-12,28.2182E-12,33.6217E-12,40.6307E-12,42.4836E-12,24.6286E-12,28.0423E-12,33.4264E-12,40.2345E-12,41.1372E-12,24.4388E-12,27.8869E-12,33.2532E-12,39.8512E-12,39.8700E-12
1.73780E9,17.6727E-12,24.4285E-12,37.1983E-12,44.0375E-12,52.1962E-12,19.7666E-12,28.3863E-12,35.3686E-12,43.1660E-12,50.2082E-12,21.4904E-12,29.8592E-12,34.8038E-12,42.4877E-12,48.3846E-12,22.7758E-12,29.0589E-12,34.4162E-12,41.9243E-12,46.6744E-12,24.2608E-12,28.6740E-12,34.1041E-12,41.4282E-12,45.0584E-12,25.0629E-12,28.4213E-12,33.8420E-12,40.9748E-12,43.5305E-12,24.8887E-12,28.2173E-12,33.6170E-12,40.5495E-12,42.0887E-12,24.6266E-12,28.0411E-12,33.4199E-12,40.1425E-12,40.7317E-12,24.4367E-12,27.8853E-12,33.2447E-12,39.7485E-12,39.4582E-12
1.77828E9,17.6334E-12,24.3938E-12,37.2002E-12,44.0100E-12,51.9591E-12,19.7324E-12,28.3849E-12,35.3715E-12,43.1312E-12,49.9326E-12,21.4791E-12,29.8594E-12,34.8051E-12,42.4436E-12,48.0726E-12,22.7722E-12,29.0588E-12,34.4157E-12,41.8700E-12,46.3312E-12,24.2582E-12,28.6735E-12,34.1017E-12,41.3633E-12,44.6899E-12,25.0605E-12,28.4203E-12,33.8379E-12,40.8991E-12,43.1426E-12,24.8864E-12,28.2159E-12,33.6109E-12,40.4628E-12,41.6869E-12,24.6244E-12,28.0394E-12,33.4119E-12,40.0449E-12,40.3210E-12,24.4345E-12,27.8832E-12,33.2348E-12,39.6400E-12,39.0425E-12
1.81970E9,17.5940E-12,24.3570E-12,37.2002E-12,43.9782E-12,51.7084E-12,19.6975E-12,28.3826E-12,35.3731E-12,43.0920E-12,49.6441E-12,21.4672E-12,29.8590E-12,34.8051E-12,42.3948E-12,47.7485E-12,22.7682E-12,29.0582E-12,34.4139E-12,41.8108E-12,45.9770E-12,24.2553E-12,28.6725E-12,34.0980E-12,41.2932E-12,44.3119E-12,25.0578E-12,28.4189E-12,33.8323E-12,40.8178E-12,42.7468E-12,24.8840E-12,28.2141E-12,33.6034E-12,40.3702E-12,41.2788E-12,24.6220E-12,28.0371E-12,33.4024E-12,39.9411E-12,39.9052E-12,24.4321E-12,27.8806E-12,33.2233E-12,39.5252E-12,38.6233E-12
1.86209E9,17.5545E-12,24.3178E-12,37.1981E-12,43.9415E-12,51.4438E-12,19.6619E-12,28.3793E-12,35.3732E-12,43.0480E-12,49.3424E-12,21.4545E-12,29.8579E-12,34.8036E-12,42.3409E-12,47.4124E-12,22.7638E-12,29.0570E-12,34.4106E-12,41.7461E-12,45.6121E-12,24.2522E-12,28.6709E-12,34.0928E-12,41.2173E-12,43.9246E-12,25.0549E-12,28.4169E-12,33.8251E-12,40.7305E-12,42.3432E-12,24.8813E-12,28.2117E-12,33.5941E-12,40.2715E-12,40.8645E-12,24.6194E-12,28.0343E-12,33.3911E-12,39.8310E-12,39.4850E-12,24.4295E-12,27.8774E-12,33.2098E-12,39.4038E-12,38.2010E-12
1.90546E9,17.5149E-12,24.2762E-12,37.1936E-12,43.8996E-12,51.1649E-12,19.6256E-12,28.3747E-12,35.3717E-12,42.9986E-12,49.0274E-12,21.4409E-12,29.8560E-12,34.8005E-12,42.2815E-12,47.0641E-12,22.7590E-12,29.0551E-12,34.4055E-12,41.6757E-12,45.2365E-12,24.2486E-12,28.6686E-12,34.0858E-12,41.1354E-12,43.5282E-12,25.0517E-12,28.4142E-12,33.8160E-12,40.6370E-12,41.9323E-12,24.8784E-12,28.2086E-12,33.5830E-12,40.1662E-12,40.4444E-12,24.6166E-12,28.0309E-12,33.3778E-12,39.7141E-12,39.0605E-12,24.4267E-12,27.8735E-12,33.1943E-12,39.2755E-12,37.7761E-12
1.94984E9,17.4754E-12,24.2320E-12,37.1864E-12,43.8519E-12,50.8715E-12,19.5887E-12,28.3687E-12,35.3682E-12,42.9435E-12,48.6990E-12,21.4266E-12,29.8531E-12,34.7955E-12,42.2161E-12,46.7037E-12,22.7536E-12,29.0525E-12,34.3986E-12,41.5990E-12,44.8503E-12,24.2447E-12,28.6657E-12,34.0768E-12,41.0470E-12,43.1230E-12,25.0482E-12,28.4109E-12,33.8049E-12,40.5366E-12,41.5143E-12,24.8752E-12,28.2049E-12,33.5697E-12,40.0540E-12,40.0191E-12,24.6135E-12,28.0267E-12,33.3622E-12,39.5901E-12,38.6324E-12,24.4236E-12,27.8690E-12,33.1765E-12,39.1399E-12,37.3489E-12
1.99526E9,17.4358E-12,24.1851E-12,37.1761E-12,43.7980E-12,50.5633E-12,19.5511E-12,28.3612E-12,35.3626E-12,42.8822E-12,48.3570E-12,21.4113E-12,29.8493E-12,34.7884E-12,42.1443E-12,46.3313E-12,22.7477E-12,29.0490E-12,34.3895E-12,41.5157E-12,44.4539E-12,24.2403E-12,28.6619E-12,34.0656E-12,40.9517E-12,42.7093E-12,25.0443E-12,28.4067E-12,33.7915E-12,40.4291E-12,41.0896E-12,24.8717E-12,28.2003E-12,33.5541E-12,39.9344E-12,39.5888E-12,24.6101E-12,28.0217E-12,33.3443E-12,39.4585E-12,38.2011E-12,24.4202E-12,27.8636E-12,33.1562E-12,38.9967E-12,36.9201E-12
2.04174E9,17.3963E-12,24.1354E-12,37.1623E-12,43.7374E-12,50.2401E-12,19.5129E-12,28.3521E-12,35.3546E-12,42.8142E-12,48.0015E-12,21.3950E-12,29.8443E-12,34.7789E-12,42.0656E-12,45.9470E-12,22.7412E-12,29.0446E-12,34.3781E-12,41.4252E-12,44.0474E-12,24.2355E-12,28.6573E-12,34.0520E-12,40.8490E-12,42.2875E-12,25.0400E-12,28.4018E-12,33.7756E-12,40.3141E-12,40.6587E-12,24.8678E-12,28.1949E-12,33.5358E-12,39.8071E-12,39.1542E-12,24.6064E-12,28.0159E-12,33.3237E-12,39.3191E-12,37.7669E-12,24.4166E-12,27.8573E-12,33.1331E-12,38.8455E-12,36.4898E-12
2.08930E9,17.3568E-12,24.0828E-12,37.1449E-12,43.6695E-12,49.9017E-12,19.4741E-12,28.3412E-12,35.3440E-12,42.7390E-12,47.6324E-12,21.3778E-12,29.8381E-12,34.7669E-12,41.9796E-12,45.5509E-12,22.7340E-12,29.0393E-12,34.3640E-12,41.3272E-12,43.6312E-12,24.2301E-12,28.6518E-12,34.0357E-12,40.7385E-12,41.8580E-12,25.0353E-12,28.3958E-12,33.7570E-12,40.1911E-12,40.2220E-12,24.8636E-12,28.1886E-12,33.5148E-12,39.6716E-12,38.7155E-12,24.6024E-12,28.0091E-12,33.3002E-12,39.1715E-12,37.3304E-12,24.4126E-12,27.8501E-12,33.1070E-12,38.6862E-12,36.0588E-12
2.13796E9,17.3174E-12,24.0273E-12,37.1233E-12,43.5937E-12,49.5480E-12,19.4348E-12,28.3283E-12,35.3304E-12,42.6561E-12,47.2499E-12,21.3595E-12,29.8306E-12,34.7521E-12,41.8857E-12,45.1434E-12,22.7262E-12,29.0329E-12,34.3472E-12,41.2211E-12,43.2055E-12,24.2242E-12,28.6453E-12,34.0166E-12,40.6199E-12,41.4211E-12,25.0301E-12,28.3889E-12,33.7355E-12,40.0597E-12,39.7800E-12,24.8590E-12,28.1812E-12,33.4908E-12,39.5277E-12,38.2733E-12,24.5981E-12,28.0014E-12,33.2736E-12,39.0154E-12,36.8920E-12,24.4084E-12,27.8419E-12,33.0778E-12,38.5183E-12,35.6273E-12
2.18776E9,17.2781E-12,23.9688E-12,37.0972E-12,43.5096E-12,49.1790E-12,19.3949E-12,28.3134E-12,35.3136E-12,42.5649E-12,46.8540E-12,21.3402E-12,29.8217E-12,34.7342E-12,41.7835E-12,44.7246E-12,22.7176E-12,29.0253E-12,34.3273E-12,41.1066E-12,42.7708E-12,24.2177E-12,28.6376E-12,33.9944E-12,40.4925E-12,40.9773E-12,25.0244E-12,28.3810E-12,33.7108E-12,39.9196E-12,39.3330E-12,24.8540E-12,28.1729E-12,33.4635E-12,39.3750E-12,37.8280E-12,24.5934E-12,27.9925E-12,33.2436E-12,38.8505E-12,36.4522E-12,24.4037E-12,27.8326E-12,33.0451E-12,38.3416E-12,35.1958E-12
2.23872E9,17.2390E-12,23.9073E-12,37.0663E-12,43.4165E-12,48.7947E-12,19.3546E-12,28.2962E-12,35.2935E-12,42.4650E-12,46.4449E-12,21.3197E-12,29.8112E-12,34.7130E-12,41.6724E-12,44.2950E-12,22.7083E-12,29.0166E-12,34.3041E-12,40.9831E-12,42.3275E-12,24.2105E-12,28.6289E-12,33.9688E-12,40.3562E-12,40.5271E-12,25.0182E-12,28.3719E-12,33.6827E-12,39.7704E-12,38.8818E-12,24.8486E-12,28.1634E-12,33.4328E-12,39.2131E-12,37.3803E-12,24.5883E-12,27.9826E-12,33.2102E-12,38.6764E-12,36.0116E-12,24.3987E-12,27.8222E-12,33.0088E-12,38.1559E-12,34.7648E-12
2.29087E9,17.2001E-12,23.8426E-12,37.0302E-12,43.3139E-12,48.3952E-12,19.3139E-12,28.2767E-12,35.2696E-12,42.3558E-12,46.0229E-12,21.2981E-12,29.7992E-12,34.6883E-12,41.5521E-12,43.8548E-12,22.6982E-12,29.0065E-12,34.2773E-12,40.8502E-12,41.8761E-12,24.2028E-12,28.6189E-12,33.9397E-12,40.2103E-12,40.0710E-12,25.0115E-12,28.3616E-12,33.6510E-12,39.6116E-12,38.4266E-12,24.8427E-12,28.1527E-12,33.3983E-12,39.0418E-12,36.9305E-12,24.5828E-12,27.9715E-12,33.1729E-12,38.4930E-12,35.5705E-12,24.3934E-12,27.8106E-12,32.9687E-12,37.9610E-12,34.3348E-12
2.34423E9,17.1614E-12,23.7749E-12,36.9884E-12,43.2012E-12,47.9806E-12,19.2728E-12,28.2547E-12,35.2418E-12,42.2368E-12,45.5883E-12,21.2753E-12,29.7855E-12,34.6598E-12,41.4220E-12,43.4045E-12,22.6873E-12,28.9952E-12,34.2468E-12,40.7075E-12,41.4170E-12,24.1943E-12,28.6077E-12,33.9068E-12,40.0547E-12,39.6096E-12,25.0043E-12,28.3501E-12,33.6154E-12,39.4431E-12,37.9683E-12,24.8364E-12,28.1408E-12,33.3600E-12,38.8607E-12,36.4793E-12,24.5770E-12,27.9591E-12,33.1317E-12,38.2999E-12,35.1295E-12,24.3876E-12,27.7978E-12,32.9245E-12,37.7566E-12,33.9062E-12
2.39883E9,17.1230E-12,23.7040E-12,36.9407E-12,43.0779E-12,47.5513E-12,19.2313E-12,28.2301E-12,35.2097E-12,42.1076E-12,45.1415E-12,21.2514E-12,29.7701E-12,34.6273E-12,41.2817E-12,42.9446E-12,22.6756E-12,28.9824E-12,34.2124E-12,40.5546E-12,40.9508E-12,24.1852E-12,28.5952E-12,33.8699E-12,39.8889E-12,39.1435E-12,24.9965E-12,28.3374E-12,33.5758E-12,39.2644E-12,37.5072E-12,24.8297E-12,28.1276E-12,33.3176E-12,38.6697E-12,36.0272E-12,24.5707E-12,27.9455E-12,33.0863E-12,38.0970E-12,34.6892E-12,24.3815E-12,27.7837E-12,32.8760E-12,37.5426E-12,33.4795E-12
2.45471E9,17.0848E-12,23.6302E-12,36.8868E-12,42.9434E-12,47.1075E-12,19.1896E-12,28.2027E-12,35.1732E-12,41.9676E-12,44.6830E-12,21.2262E-12,29.7528E-12,34.5906E-12,41.1308E-12,42.4758E-12,22.6629E-12,28.9681E-12,34.1737E-12,40.3913E-12,40.4782E-12,24.1754E-12,28.5813E-12,33.8288E-12,39.7126E-12,38.6732E-12,24.9881E-12,28.3233E-12,33.5320E-12,39.0755E-12,37.0441E-12,24.8224E-12,28.1132E-12,33.2708E-12,38.4685E-12,35.5748E-12,24.5640E-12,27.9306E-12,33.0365E-12,37.8843E-12,34.2500E-12,24.3750E-12,27.7683E-12,32.8231E-12,37.3191E-12,33.0552E-12
2.51189E9,17.0470E-12,23.5534E-12,36.8262E-12,42.7974E-12,46.6497E-12,19.1477E-12,28.1725E-12,35.1320E-12,41.8165E-12,44.2134E-12,21.1999E-12,29.7335E-12,34.5495E-12,40.9690E-12,41.9985E-12,22.6494E-12,28.9524E-12,34.1307E-12,40.2171E-12,39.9999E-12,24.1649E-12,28.5660E-12,33.7833E-12,39.5257E-12,38.1995E-12,24.9791E-12,28.3078E-12,33.4838E-12,38.8760E-12,36.5795E-12,24.8147E-12,28.0973E-12,33.2196E-12,38.2571E-12,35.1226E-12,24.5568E-12,27.9143E-12,32.9822E-12,37.6616E-12,33.8124E-12,24.3681E-12,27.7515E-12,32.7657E-12,37.0860E-12,32.6337E-12
2.57040E9,17.0095E-12,23.4737E-12,36.7586E-12,42.6393E-12,46.1784E-12,19.1057E-12,28.1394E-12,35.0860E-12,41.6540E-12,43.7331E-12,21.1723E-12,29.7124E-12,34.5037E-12,40.7959E-12,41.5136E-12,22.6350E-12,28.9351E-12,34.0832E-12,40.0318E-12,39.5164E-12,24.1536E-12,28.5493E-12,33.7333E-12,39.3279E-12,37.7230E-12,24.9696E-12,28.2909E-12,33.4310E-12,38.6660E-12,36.1141E-12,24.8066E-12,28.0801E-12,33.1639E-12,38.0353E-12,34.6713E-12,24.5493E-12,27.8967E-12,32.9233E-12,37.4290E-12,33.3772E-12,24.3607E-12,27.7334E-12,32.7035E-12,36.8433E-12,32.2155E-12
