freq (Hz),leafValue( getData("out" ?result "noise") "N" 1 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 2 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 3 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 4 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 5 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 6 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 7 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 8 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 9 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 10 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 11 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 12 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 13 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 14 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 15 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 16 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 17 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 18 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 19 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 20 ) (A / sqrt(Hz))
676.083,177.276E-12,82.6208E-12,58.6708E-12,53.7683E-12,45.0465E-12,39.0458E-12,34.8848E-12,32.4499E-12,31.2184E-12,30.5870E-12,30.2115E-12,29.9490E-12,29.7427E-12,29.5685E-12,29.4149E-12,29.2761E-12,29.1487E-12,29.0306E-12,28.9204E-12,28.8170E-12
691.831,175.270E-12,81.7778E-12,58.3013E-12,53.6334E-12,45.0065E-12,39.0312E-12,34.8781E-12,32.4462E-12,31.2159E-12,30.5851E-12,30.2100E-12,29.9478E-12,29.7416E-12,29.5675E-12,29.4141E-12,29.2754E-12,29.1480E-12,29.0300E-12,28.9198E-12,28.8164E-12
707.946,173.287E-12,80.9455E-12,57.9379E-12,53.5012E-12,44.9674E-12,39.0169E-12,34.8716E-12,32.4425E-12,31.2134E-12,30.5832E-12,30.2085E-12,29.9465E-12,29.7406E-12,29.5666E-12,29.4133E-12,29.2746E-12,29.1474E-12,29.0294E-12,28.9192E-12,28.8159E-12
724.436,171.326E-12,80.1237E-12,57.5806E-12,53.3717E-12,44.9291E-12,39.0029E-12,34.8652E-12,32.4389E-12,31.2110E-12,30.5814E-12,30.2070E-12,29.9453E-12,29.7395E-12,29.5657E-12,29.4125E-12,29.2739E-12,29.1467E-12,29.0288E-12,28.9187E-12,28.8154E-12
741.310,169.389E-12,79.3125E-12,57.2292E-12,53.2449E-12,44.8917E-12,38.9893E-12,34.8590E-12,32.4354E-12,31.2086E-12,30.5796E-12,30.2056E-12,29.9441E-12,29.7385E-12,29.5648E-12,29.4117E-12,29.2732E-12,29.1461E-12,29.0282E-12,28.9182E-12,28.8149E-12
758.578,167.474E-12,78.5117E-12,56.8837E-12,53.1206E-12,44.8551E-12,38.9760E-12,34.8529E-12,32.4320E-12,31.2063E-12,30.5779E-12,30.2042E-12,29.9429E-12,29.7375E-12,29.5639E-12,29.4109E-12,29.2725E-12,29.1455E-12,29.0277E-12,28.9177E-12,28.8145E-12
776.247,165.581E-12,77.7210E-12,56.5441E-12,52.9989E-12,44.8193E-12,38.9629E-12,34.8470E-12,32.4286E-12,31.2041E-12,30.5762E-12,30.2029E-12,29.9418E-12,29.7366E-12,29.5631E-12,29.4102E-12,29.2719E-12,29.1449E-12,29.0271E-12,28.9171E-12,28.8140E-12
794.328,163.710E-12,76.9406E-12,56.2102E-12,52.8797E-12,44.7843E-12,38.9502E-12,34.8411E-12,32.4253E-12,31.2019E-12,30.5745E-12,30.2015E-12,29.9407E-12,29.7356E-12,29.5623E-12,29.4094E-12,29.2712E-12,29.1443E-12,29.0266E-12,28.9167E-12,28.8135E-12
812.831,161.861E-12,76.1702E-12,55.8820E-12,52.7630E-12,44.7501E-12,38.9377E-12,34.8355E-12,32.4221E-12,31.1997E-12,30.5729E-12,30.2002E-12,29.9396E-12,29.7347E-12,29.5615E-12,29.4087E-12,29.2706E-12,29.1437E-12,29.0260E-12,28.9162E-12,28.8131E-12
831.764,160.033E-12,75.4097E-12,55.5594E-12,52.6486E-12,44.7166E-12,38.9255E-12,34.8299E-12,32.4190E-12,31.1976E-12,30.5713E-12,30.1990E-12,29.9386E-12,29.7338E-12,29.5607E-12,29.4080E-12,29.2699E-12,29.1431E-12,29.0255E-12,28.9157E-12,28.8126E-12
851.138,158.227E-12,74.6590E-12,55.2423E-12,52.5366E-12,44.6838E-12,38.9136E-12,34.8245E-12,32.4159E-12,31.1955E-12,30.5698E-12,30.1977E-12,29.9375E-12,29.7329E-12,29.5599E-12,29.4073E-12,29.2693E-12,29.1426E-12,29.0250E-12,28.9152E-12,28.8122E-12
870.964,156.441E-12,73.9181E-12,54.9306E-12,52.4270E-12,44.6518E-12,38.9020E-12,34.8192E-12,32.4129E-12,31.1935E-12,30.5682E-12,30.1965E-12,29.9365E-12,29.7320E-12,29.5592E-12,29.4067E-12,29.2687E-12,29.1420E-12,29.0245E-12,28.9148E-12,28.8118E-12
891.251,154.677E-12,73.1868E-12,54.6244E-12,52.3196E-12,44.6205E-12,38.8906E-12,34.8140E-12,32.4100E-12,31.1916E-12,30.5668E-12,30.1953E-12,29.9355E-12,29.7312E-12,29.5584E-12,29.4060E-12,29.2681E-12,29.1415E-12,29.0240E-12,28.9143E-12,28.8114E-12
912.011,152.932E-12,72.4650E-12,54.3234E-12,52.2144E-12,44.5899E-12,38.8795E-12,34.8089E-12,32.4071E-12,31.1896E-12,30.5653E-12,30.1942E-12,29.9346E-12,29.7304E-12,29.5577E-12,29.4054E-12,29.2676E-12,29.1410E-12,29.0236E-12,28.9139E-12,28.8110E-12
933.254,151.208E-12,71.7526E-12,54.0277E-12,52.1114E-12,44.5599E-12,38.8686E-12,34.8039E-12,32.4043E-12,31.1878E-12,30.5639E-12,30.1930E-12,29.9336E-12,29.7296E-12,29.5570E-12,29.4047E-12,29.2670E-12,29.1405E-12,29.0231E-12,28.9135E-12,28.8106E-12
954.993,149.504E-12,71.0495E-12,53.7371E-12,52.0106E-12,44.5306E-12,38.8580E-12,34.7991E-12,32.4016E-12,31.1859E-12,30.5625E-12,30.1919E-12,29.9327E-12,29.7288E-12,29.5563E-12,29.4041E-12,29.2665E-12,29.1400E-12,29.0227E-12,28.9131E-12,28.8102E-12
977.237,147.820E-12,70.3557E-12,53.4516E-12,51.9119E-12,44.5020E-12,38.8476E-12,34.7944E-12,32.3989E-12,31.1841E-12,30.5612E-12,30.1909E-12,29.9318E-12,29.7280E-12,29.5556E-12,29.4035E-12,29.2659E-12,29.1395E-12,29.0222E-12,28.9127E-12,28.8099E-12
1.00000E3,146.155E-12,69.6710E-12,53.1711E-12,51.8152E-12,44.4740E-12,38.8375E-12,34.7897E-12,32.3963E-12,31.1824E-12,30.5599E-12,30.1898E-12,29.9309E-12,29.7272E-12,29.5550E-12,29.4030E-12,29.2654E-12,29.1391E-12,29.0218E-12,28.9123E-12,28.8095E-12
1.02329E3,144.510E-12,68.9953E-12,52.8956E-12,51.7206E-12,44.4466E-12,38.8275E-12,34.7852E-12,32.3938E-12,31.1807E-12,30.5586E-12,30.1888E-12,29.9301E-12,29.7265E-12,29.5543E-12,29.4024E-12,29.2649E-12,29.1386E-12,29.0214E-12,28.9119E-12,28.8091E-12
1.04713E3,142.884E-12,68.3285E-12,52.6250E-12,51.6280E-12,44.4198E-12,38.8178E-12,34.7808E-12,32.3913E-12,31.1790E-12,30.5573E-12,30.1878E-12,29.9292E-12,29.7258E-12,29.5537E-12,29.4018E-12,29.2644E-12,29.1381E-12,29.0210E-12,28.9115E-12,28.8088E-12
1.07152E3,141.277E-12,67.6705E-12,52.3591E-12,51.5373E-12,44.3936E-12,38.8083E-12,34.7765E-12,32.3888E-12,31.1774E-12,30.5561E-12,30.1868E-12,29.9284E-12,29.7251E-12,29.5531E-12,29.4013E-12,29.2639E-12,29.1377E-12,29.0206E-12,28.9111E-12,28.8084E-12
1.09648E3,139.689E-12,67.0213E-12,52.0980E-12,51.4485E-12,44.3680E-12,38.7991E-12,34.7723E-12,32.3865E-12,31.1758E-12,30.5549E-12,30.1858E-12,29.9276E-12,29.7244E-12,29.5525E-12,29.4008E-12,29.2635E-12,29.1373E-12,29.0202E-12,28.9108E-12,28.8081E-12
1.12202E3,138.119E-12,66.3807E-12,51.8416E-12,51.3616E-12,44.3430E-12,38.7900E-12,34.7681E-12,32.3841E-12,31.1742E-12,30.5537E-12,30.1849E-12,29.9268E-12,29.7237E-12,29.5519E-12,29.4002E-12,29.2630E-12,29.1369E-12,29.0198E-12,28.9104E-12,28.8078E-12
1.14815E3,136.567E-12,65.7487E-12,51.5898E-12,51.2765E-12,44.3185E-12,38.7812E-12,34.7641E-12,32.3819E-12,31.1727E-12,30.5526E-12,30.1839E-12,29.9260E-12,29.7231E-12,29.5513E-12,29.3997E-12,29.2625E-12,29.1364E-12,29.0194E-12,28.9101E-12,28.8075E-12
1.17490E3,135.033E-12,65.1251E-12,51.3425E-12,51.1932E-12,44.2946E-12,38.7725E-12,34.7602E-12,32.3796E-12,31.1712E-12,30.5514E-12,30.1830E-12,29.9253E-12,29.7224E-12,29.5508E-12,29.3992E-12,29.2621E-12,29.1360E-12,29.0191E-12,28.9098E-12,28.8072E-12
1.20226E3,133.518E-12,64.5100E-12,51.0997E-12,51.1117E-12,44.2712E-12,38.7640E-12,34.7563E-12,32.3775E-12,31.1697E-12,30.5504E-12,30.1822E-12,29.9246E-12,29.7218E-12,29.5502E-12,29.3988E-12,29.2617E-12,29.1357E-12,29.0187E-12,28.9094E-12,28.8069E-12
1.23027E3,132.020E-12,63.9030E-12,50.8613E-12,51.0319E-12,44.2483E-12,38.7558E-12,34.7525E-12,32.3754E-12,31.1683E-12,30.5493E-12,30.1813E-12,29.9239E-12,29.7212E-12,29.5497E-12,29.3983E-12,29.2612E-12,29.1353E-12,29.0184E-12,28.9091E-12,28.8066E-12
1.25893E3,130.539E-12,63.3043E-12,50.6273E-12,50.9539E-12,44.2259E-12,38.7477E-12,34.7489E-12,32.3733E-12,31.1669E-12,30.5482E-12,30.1805E-12,29.9232E-12,29.7206E-12,29.5492E-12,29.3978E-12,29.2608E-12,29.1349E-12,29.0180E-12,28.9088E-12,28.8063E-12
1.28825E3,129.076E-12,62.7137E-12,50.3975E-12,50.8774E-12,44.2041E-12,38.7398E-12,34.7453E-12,32.3713E-12,31.1655E-12,30.5472E-12,30.1796E-12,29.9225E-12,29.7200E-12,29.5487E-12,29.3974E-12,29.2604E-12,29.1345E-12,29.0177E-12,28.9085E-12,28.8060E-12
1.31826E3,127.630E-12,62.1311E-12,50.1719E-12,50.8026E-12,44.1827E-12,38.7321E-12,34.7417E-12,32.3693E-12,31.1642E-12,30.5462E-12,30.1788E-12,29.9218E-12,29.7194E-12,29.5482E-12,29.3969E-12,29.2600E-12,29.1342E-12,29.0174E-12,28.9082E-12,28.8057E-12
1.34896E3,126.201E-12,61.5565E-12,49.9505E-12,50.7294E-12,44.1618E-12,38.7245E-12,34.7383E-12,32.3673E-12,31.1629E-12,30.5452E-12,30.1781E-12,29.9211E-12,29.7189E-12,29.5477E-12,29.3965E-12,29.2596E-12,29.1338E-12,29.0170E-12,28.9079E-12,28.8054E-12
1.38038E3,124.789E-12,60.9897E-12,49.7332E-12,50.6578E-12,44.1413E-12,38.7171E-12,34.7349E-12,32.3654E-12,31.1616E-12,30.5443E-12,30.1773E-12,29.9205E-12,29.7183E-12,29.5472E-12,29.3961E-12,29.2593E-12,29.1335E-12,29.0167E-12,28.9076E-12,28.8052E-12
1.41254E3,123.393E-12,60.4307E-12,49.5199E-12,50.5877E-12,44.1214E-12,38.7099E-12,34.7317E-12,32.3636E-12,31.1604E-12,30.5433E-12,30.1765E-12,29.9199E-12,29.7178E-12,29.5467E-12,29.3957E-12,29.2589E-12,29.1332E-12,29.0164E-12,28.9073E-12,28.8049E-12
1.44544E3,122.013E-12,59.8793E-12,49.3106E-12,50.5191E-12,44.1018E-12,38.7029E-12,34.7285E-12,32.3618E-12,31.1592E-12,30.5424E-12,30.1758E-12,29.9193E-12,29.7173E-12,29.5463E-12,29.3953E-12,29.2585E-12,29.1328E-12,29.0161E-12,28.9071E-12,28.8047E-12
1.47911E3,120.650E-12,59.3355E-12,49.1051E-12,50.4520E-12,44.0827E-12,38.6960E-12,34.7253E-12,32.3600E-12,31.1580E-12,30.5415E-12,30.1751E-12,29.9187E-12,29.7168E-12,29.5458E-12,29.3949E-12,29.2582E-12,29.1325E-12,29.0158E-12,28.9068E-12,28.8044E-12
1.51356E3,119.302E-12,58.7993E-12,48.9035E-12,50.3863E-12,44.0640E-12,38.6892E-12,34.7223E-12,32.3583E-12,31.1568E-12,30.5407E-12,30.1744E-12,29.9181E-12,29.7163E-12,29.5454E-12,29.3945E-12,29.2578E-12,29.1322E-12,29.0155E-12,28.9065E-12,28.8042E-12
1.54882E3,117.971E-12,58.2705E-12,48.7057E-12,50.3220E-12,44.0458E-12,38.6827E-12,34.7193E-12,32.3566E-12,31.1557E-12,30.5398E-12,30.1737E-12,29.9175E-12,29.7158E-12,29.5450E-12,29.3941E-12,29.2575E-12,29.1319E-12,29.0153E-12,28.9063E-12,28.8040E-12
1.58489E3,116.655E-12,57.7491E-12,48.5116E-12,50.2591E-12,44.0279E-12,38.6762E-12,34.7163E-12,32.3550E-12,31.1546E-12,30.5390E-12,30.1731E-12,29.9170E-12,29.7153E-12,29.5446E-12,29.3938E-12,29.2572E-12,29.1316E-12,29.0150E-12,28.9060E-12,28.8037E-12
1.62181E3,115.354E-12,57.2349E-12,48.3212E-12,50.1976E-12,44.0105E-12,38.6699E-12,34.7135E-12,32.3533E-12,31.1535E-12,30.5382E-12,30.1724E-12,29.9164E-12,29.7148E-12,29.5442E-12,29.3934E-12,29.2569E-12,29.1313E-12,29.0147E-12,28.9058E-12,28.8035E-12
1.65959E3,114.069E-12,56.7280E-12,48.1344E-12,50.1374E-12,43.9934E-12,38.6638E-12,34.7107E-12,32.3518E-12,31.1525E-12,30.5374E-12,30.1718E-12,29.9159E-12,29.7144E-12,29.5438E-12,29.3930E-12,29.2565E-12,29.1310E-12,29.0145E-12,28.9056E-12,28.8033E-12
1.69824E3,112.799E-12,56.2282E-12,47.9511E-12,50.0785E-12,43.9767E-12,38.6578E-12,34.7080E-12,32.3502E-12,31.1514E-12,30.5366E-12,30.1711E-12,29.9154E-12,29.7139E-12,29.5434E-12,29.3927E-12,29.2562E-12,29.1307E-12,29.0142E-12,28.9053E-12,28.8031E-12
1.73780E3,111.544E-12,55.7354E-12,47.7714E-12,50.0208E-12,43.9604E-12,38.6519E-12,34.7053E-12,32.3487E-12,31.1504E-12,30.5358E-12,30.1705E-12,29.9149E-12,29.7135E-12,29.5430E-12,29.3924E-12,29.2559E-12,29.1305E-12,29.0140E-12,28.9051E-12,28.8029E-12
1.77828E3,110.303E-12,55.2496E-12,47.5950E-12,49.9644E-12,43.9445E-12,38.6462E-12,34.7027E-12,32.3473E-12,31.1494E-12,30.5351E-12,30.1699E-12,29.9144E-12,29.7131E-12,29.5426E-12,29.3920E-12,29.2556E-12,29.1302E-12,29.0137E-12,28.9049E-12,28.8027E-12
1.81970E3,109.078E-12,54.7706E-12,47.4221E-12,49.9093E-12,43.9289E-12,38.6406E-12,34.7001E-12,32.3458E-12,31.1485E-12,30.5344E-12,30.1694E-12,29.9139E-12,29.7127E-12,29.5423E-12,29.3917E-12,29.2554E-12,29.1300E-12,29.0135E-12,28.9047E-12,28.8025E-12
1.86209E3,107.866E-12,54.2986E-12,47.2525E-12,49.8553E-12,43.9137E-12,38.6351E-12,34.6976E-12,32.3444E-12,31.1475E-12,30.5337E-12,30.1688E-12,29.9134E-12,29.7123E-12,29.5419E-12,29.3914E-12,29.2551E-12,29.1297E-12,29.0133E-12,28.9044E-12,28.8023E-12
1.90546E3,106.669E-12,53.8332E-12,47.0861E-12,49.8025E-12,43.8988E-12,38.6297E-12,34.6952E-12,32.3431E-12,31.1466E-12,30.5330E-12,30.1682E-12,29.9130E-12,29.7119E-12,29.5416E-12,29.3911E-12,29.2548E-12,29.1295E-12,29.0130E-12,28.9042E-12,28.8021E-12
1.94984E3,105.486E-12,53.3745E-12,46.9230E-12,49.7509E-12,43.8842E-12,38.6245E-12,34.6928E-12,32.3417E-12,31.1457E-12,30.5323E-12,30.1677E-12,29.9125E-12,29.7115E-12,29.5412E-12,29.3908E-12,29.2545E-12,29.1292E-12,29.0128E-12,28.9040E-12,28.8019E-12
1.99526E3,104.317E-12,52.9225E-12,46.7630E-12,49.7003E-12,43.8700E-12,38.6194E-12,34.6905E-12,32.3404E-12,31.1448E-12,30.5316E-12,30.1672E-12,29.9121E-12,29.7111E-12,29.5409E-12,29.3905E-12,29.2543E-12,29.1290E-12,29.0126E-12,28.9038E-12,28.8017E-12
2.04174E3,103.162E-12,52.4769E-12,46.6061E-12,49.6509E-12,43.8561E-12,38.6144E-12,34.6882E-12,32.3391E-12,31.1440E-12,30.5310E-12,30.1667E-12,29.9116E-12,29.7107E-12,29.5406E-12,29.3902E-12,29.2540E-12,29.1287E-12,29.0124E-12,28.9036E-12,28.8015E-12
2.08930E3,102.021E-12,52.0378E-12,46.4523E-12,49.6026E-12,43.8425E-12,38.6095E-12,34.6860E-12,32.3379E-12,31.1431E-12,30.5304E-12,30.1661E-12,29.9112E-12,29.7104E-12,29.5403E-12,29.3900E-12,29.2538E-12,29.1285E-12,29.0122E-12,28.9035E-12,28.8013E-12
2.13796E3,100.893E-12,51.6051E-12,46.3015E-12,49.5553E-12,43.8292E-12,38.6047E-12,34.6838E-12,32.3366E-12,31.1423E-12,30.5298E-12,30.1657E-12,29.9108E-12,29.7100E-12,29.5400E-12,29.3897E-12,29.2535E-12,29.1283E-12,29.0120E-12,28.9033E-12,28.8012E-12
2.18776E3,99.7779E-12,51.1787E-12,46.1537E-12,49.5090E-12,43.8162E-12,38.6000E-12,34.6817E-12,32.3355E-12,31.1415E-12,30.5291E-12,30.1652E-12,29.9104E-12,29.7097E-12,29.5397E-12,29.3894E-12,29.2533E-12,29.1281E-12,29.0118E-12,28.9031E-12,28.8010E-12
2.23872E3,98.6765E-12,50.7586E-12,46.0087E-12,49.4638E-12,43.8035E-12,38.5955E-12,34.6796E-12,32.3343E-12,31.1407E-12,30.5286E-12,30.1647E-12,29.9100E-12,29.7094E-12,29.5394E-12,29.3892E-12,29.2531E-12,29.1279E-12,29.0116E-12,28.9029E-12,28.8008E-12
2.29087E3,97.5881E-12,50.3446E-12,45.8666E-12,49.4195E-12,43.7911E-12,38.5910E-12,34.6776E-12,32.3331E-12,31.1400E-12,30.5280E-12,30.1642E-12,29.9096E-12,29.7090E-12,29.5391E-12,29.3889E-12,29.2528E-12,29.1277E-12,29.0114E-12,28.9027E-12,28.8007E-12
2.34423E3,96.5126E-12,49.9368E-12,45.7274E-12,49.3762E-12,43.7789E-12,38.5867E-12,34.6756E-12,32.3320E-12,31.1392E-12,30.5274E-12,30.1638E-12,29.9092E-12,29.7087E-12,29.5388E-12,29.3887E-12,29.2526E-12,29.1275E-12,29.0112E-12,28.9026E-12,28.8005E-12
2.39883E3,95.4499E-12,49.5349E-12,45.5909E-12,49.3339E-12,43.7671E-12,38.5824E-12,34.6737E-12,32.3309E-12,31.1385E-12,30.5269E-12,30.1633E-12,29.9089E-12,29.7084E-12,29.5385E-12,29.3884E-12,29.2524E-12,29.1273E-12,29.0111E-12,28.9024E-12,28.8004E-12
2.45471E3,94.3999E-12,49.1391E-12,45.4570E-12,49.2925E-12,43.7555E-12,38.5782E-12,34.6718E-12,32.3299E-12,31.1378E-12,30.5263E-12,30.1629E-12,29.9085E-12,29.7081E-12,29.5383E-12,29.3882E-12,29.2522E-12,29.1271E-12,29.0109E-12,28.9023E-12,28.8002E-12
2.51189E3,93.3623E-12,48.7491E-12,45.3259E-12,49.2520E-12,43.7441E-12,38.5742E-12,34.6699E-12,32.3288E-12,31.1371E-12,30.5258E-12,30.1625E-12,29.9082E-12,29.7078E-12,29.5380E-12,29.3879E-12,29.2520E-12,29.1269E-12,29.0107E-12,28.9021E-12,28.8001E-12
2.57040E3,92.3371E-12,48.3650E-12,45.1974E-12,49.2123E-12,43.7331E-12,38.5702E-12,34.6681E-12,32.3278E-12,31.1364E-12,30.5253E-12,30.1621E-12,29.9078E-12,29.7075E-12,29.5377E-12,29.3877E-12,29.2518E-12,29.1267E-12,29.0105E-12,28.9019E-12,28.7999E-12
2.63027E3,91.3241E-12,47.9867E-12,45.0714E-12,49.1736E-12,43.7222E-12,38.5663E-12,34.6664E-12,32.3268E-12,31.1357E-12,30.5248E-12,30.1617E-12,29.9075E-12,29.7072E-12,29.5375E-12,29.3875E-12,29.2516E-12,29.1265E-12,29.0104E-12,28.9018E-12,28.7998E-12
2.69153E3,90.3232E-12,47.6141E-12,44.9480E-12,49.1357E-12,43.7116E-12,38.5625E-12,34.6647E-12,32.3258E-12,31.1351E-12,30.5243E-12,30.1613E-12,29.9072E-12,29.7069E-12,29.5373E-12,29.3873E-12,29.2514E-12,29.1264E-12,29.0102E-12,28.9017E-12,28.7997E-12
2.75423E3,89.3343E-12,47.2471E-12,44.8271E-12,49.0987E-12,43.7013E-12,38.5588E-12,34.6630E-12,32.3249E-12,31.1344E-12,30.5238E-12,30.1609E-12,29.9068E-12,29.7066E-12,29.5370E-12,29.3871E-12,29.2512E-12,29.1262E-12,29.0101E-12,28.9015E-12,28.7995E-12
2.81838E3,88.3571E-12,46.8857E-12,44.7086E-12,49.0624E-12,43.6912E-12,38.5552E-12,34.6613E-12,32.3240E-12,31.1338E-12,30.5234E-12,30.1605E-12,29.9065E-12,29.7064E-12,29.5368E-12,29.3869E-12,29.2510E-12,29.1260E-12,29.0099E-12,28.9014E-12,28.7994E-12
2.88403E3,87.3917E-12,46.5298E-12,44.5925E-12,49.0270E-12,43.6813E-12,38.5516E-12,34.6597E-12,32.3231E-12,31.1332E-12,30.5229E-12,30.1602E-12,29.9062E-12,29.7061E-12,29.5366E-12,29.3867E-12,29.2508E-12,29.1259E-12,29.0098E-12,28.9012E-12,28.7993E-12
2.95121E3,86.4378E-12,46.1794E-12,44.4787E-12,48.9923E-12,43.6716E-12,38.5481E-12,34.6581E-12,32.3222E-12,31.1326E-12,30.5225E-12,30.1598E-12,29.9059E-12,29.7059E-12,29.5363E-12,29.3865E-12,29.2506E-12,29.1257E-12,29.0096E-12,28.9011E-12,28.7992E-12
3.01995E3,85.4954E-12,45.8343E-12,44.3672E-12,48.9584E-12,43.6622E-12,38.5448E-12,34.6566E-12,32.3213E-12,31.1320E-12,30.5220E-12,30.1595E-12,29.9056E-12,29.7056E-12,29.5361E-12,29.3863E-12,29.2505E-12,29.1255E-12,29.0095E-12,28.9010E-12,28.7990E-12
3.09030E3,84.5642E-12,45.4946E-12,44.2580E-12,48.9253E-12,43.6529E-12,38.5414E-12,34.6551E-12,32.3205E-12,31.1315E-12,30.5216E-12,30.1591E-12,29.9054E-12,29.7054E-12,29.5359E-12,29.3861E-12,29.2503E-12,29.1254E-12,29.0093E-12,28.9008E-12,28.7989E-12
3.16228E3,83.6442E-12,45.1602E-12,44.1511E-12,48.8929E-12,43.6439E-12,38.5382E-12,34.6536E-12,32.3196E-12,31.1309E-12,30.5212E-12,30.1588E-12,29.9051E-12,29.7051E-12,29.5357E-12,29.3859E-12,29.2501E-12,29.1252E-12,29.0092E-12,28.9007E-12,28.7988E-12
3.23594E3,82.7353E-12,44.8309E-12,44.0463E-12,48.8612E-12,43.6351E-12,38.5350E-12,34.6522E-12,32.3188E-12,31.1304E-12,30.5208E-12,30.1584E-12,29.9048E-12,29.7049E-12,29.5355E-12,29.3857E-12,29.2500E-12,29.1251E-12,29.0091E-12,28.9006E-12,28.7987E-12
3.31131E3,81.8373E-12,44.5068E-12,43.9437E-12,48.8302E-12,43.6265E-12,38.5320E-12,34.6508E-12,32.3180E-12,31.1298E-12,30.5204E-12,30.1581E-12,29.9045E-12,29.7047E-12,29.5353E-12,29.3855E-12,29.2498E-12,29.1249E-12,29.0089E-12,28.9005E-12,28.7986E-12
3.38844E3,80.9502E-12,44.1878E-12,43.8431E-12,48.7999E-12,43.6180E-12,38.5289E-12,34.6494E-12,32.3173E-12,31.1293E-12,30.5200E-12,30.1578E-12,29.9043E-12,29.7044E-12,29.5351E-12,29.3854E-12,29.2497E-12,29.1248E-12,29.0088E-12,28.9004E-12,28.7985E-12
3.46737E3,80.0737E-12,43.8737E-12,43.7447E-12,48.7702E-12,43.6098E-12,38.5260E-12,34.6481E-12,32.3165E-12,31.1288E-12,30.5196E-12,30.1575E-12,29.9040E-12,29.7042E-12,29.5349E-12,29.3852E-12,29.2495E-12,29.1247E-12,29.0087E-12,28.9002E-12,28.7984E-12
3.54813E3,79.2079E-12,43.5647E-12,43.6482E-12,48.7413E-12,43.6017E-12,38.5231E-12,34.6468E-12,32.3158E-12,31.1283E-12,30.5192E-12,30.1572E-12,29.9038E-12,29.7040E-12,29.5347E-12,29.3850E-12,29.2494E-12,29.1245E-12,29.0086E-12,28.9001E-12,28.7983E-12
3.63078E3,78.3525E-12,43.2606E-12,43.5538E-12,48.7129E-12,43.5939E-12,38.5203E-12,34.6455E-12,32.3151E-12,31.1278E-12,30.5189E-12,30.1569E-12,29.9035E-12,29.7038E-12,29.5345E-12,29.3849E-12,29.2492E-12,29.1244E-12,29.0085E-12,28.9000E-12,28.7982E-12
3.71535E3,77.5074E-12,42.9612E-12,43.4613E-12,48.6852E-12,43.5862E-12,38.5175E-12,34.6442E-12,32.3144E-12,31.1274E-12,30.5185E-12,30.1566E-12,29.9033E-12,29.7036E-12,29.5344E-12,29.3847E-12,29.2491E-12,29.1243E-12,29.0083E-12,28.8999E-12,28.7981E-12
3.80189E3,76.6726E-12,42.6667E-12,43.3707E-12,48.6581E-12,43.5787E-12,38.5148E-12,34.6430E-12,32.3137E-12,31.1269E-12,30.5182E-12,30.1564E-12,29.9031E-12,29.7034E-12,29.5342E-12,29.3846E-12,29.2490E-12,29.1242E-12,29.0082E-12,28.8998E-12,28.7980E-12
3.89045E3,75.8479E-12,42.3769E-12,43.2820E-12,48.6317E-12,43.5713E-12,38.5122E-12,34.6418E-12,32.3130E-12,31.1264E-12,30.5178E-12,30.1561E-12,29.9028E-12,29.7032E-12,29.5340E-12,29.3844E-12,29.2488E-12,29.1240E-12,29.0081E-12,28.8997E-12,28.7979E-12
3.98107E3,75.0332E-12,42.0918E-12,43.1951E-12,48.6058E-12,43.5641E-12,38.5096E-12,34.6406E-12,32.3123E-12,31.1260E-12,30.5175E-12,30.1558E-12,29.9026E-12,29.7030E-12,29.5339E-12,29.3843E-12,29.2487E-12,29.1239E-12,29.0080E-12,28.8996E-12,28.7978E-12
4.07380E3,74.2284E-12,41.8113E-12,43.1101E-12,48.5804E-12,43.5571E-12,38.5071E-12,34.6395E-12,32.3117E-12,31.1256E-12,30.5172E-12,30.1556E-12,29.9024E-12,29.7028E-12,29.5337E-12,29.3841E-12,29.2486E-12,29.1238E-12,29.0079E-12,28.8995E-12,28.7977E-12
