freq (Hz),leafValue( getData("out" ?result "noise") "N" 1 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 2 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 3 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 4 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 5 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 6 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 7 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 8 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 9 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 10 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 11 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 12 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 13 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 14 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 15 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 16 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 17 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 18 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 19 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 20 ) (A / sqrt(Hz))
15.8489E6,18.8202E-12,27.1663E-12,39.2860E-12,47.4807E-12,43.2547E-12,38.3990E-12,34.5905E-12,32.2841E-12,31.1071E-12,30.5033E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1188E-12,29.0034E-12,28.8954E-12,28.7939E-12
16.2181E6,18.8194E-12,27.1662E-12,39.2859E-12,47.4807E-12,43.2547E-12,38.3990E-12,34.5905E-12,32.2841E-12,31.1071E-12,30.5033E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1188E-12,29.0034E-12,28.8954E-12,28.7939E-12
16.5959E6,18.8187E-12,27.1661E-12,39.2859E-12,47.4807E-12,43.2547E-12,38.3990E-12,34.5905E-12,32.2841E-12,31.1071E-12,30.5033E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1188E-12,29.0034E-12,28.8954E-12,28.7939E-12
16.9824E6,18.8179E-12,27.1660E-12,39.2858E-12,47.4807E-12,43.2547E-12,38.3990E-12,34.5905E-12,32.2841E-12,31.1071E-12,30.5033E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1188E-12,29.0034E-12,28.8954E-12,28.7939E-12
17.3780E6,18.8171E-12,27.1658E-12,39.2858E-12,47.4807E-12,43.2547E-12,38.3990E-12,34.5905E-12,32.2841E-12,31.1071E-12,30.5033E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1188E-12,29.0034E-12,28.8954E-12,28.7939E-12
17.7828E6,18.8164E-12,27.1657E-12,39.2858E-12,47.4807E-12,43.2547E-12,38.3990E-12,34.5905E-12,32.2841E-12,31.1071E-12,30.5033E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1188E-12,29.0034E-12,28.8954E-12,28.7939E-12
18.1970E6,18.8157E-12,27.1656E-12,39.2857E-12,47.4807E-12,43.2547E-12,38.3990E-12,34.5905E-12,32.2841E-12,31.1071E-12,30.5033E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1188E-12,29.0034E-12,28.8954E-12,28.7939E-12
18.6209E6,18.8150E-12,27.1655E-12,39.2857E-12,47.4806E-12,43.2547E-12,38.3990E-12,34.5905E-12,32.2841E-12,31.1071E-12,30.5033E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1188E-12,29.0034E-12,28.8954E-12,28.7939E-12
19.0546E6,18.8143E-12,27.1654E-12,39.2856E-12,47.4806E-12,43.2547E-12,38.3990E-12,34.5905E-12,32.2841E-12,31.1071E-12,30.5033E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1188E-12,29.0034E-12,28.8954E-12,28.7939E-12
19.4984E6,18.8137E-12,27.1653E-12,39.2856E-12,47.4806E-12,43.2546E-12,38.3990E-12,34.5905E-12,32.2841E-12,31.1071E-12,30.5033E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1188E-12,29.0034E-12,28.8954E-12,28.7939E-12
19.9526E6,18.8130E-12,27.1652E-12,39.2855E-12,47.4806E-12,43.2546E-12,38.3990E-12,34.5905E-12,32.2841E-12,31.1071E-12,30.5033E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1188E-12,29.0034E-12,28.8954E-12,28.7939E-12
20.4174E6,18.8124E-12,27.1651E-12,39.2855E-12,47.4806E-12,43.2546E-12,38.3990E-12,34.5905E-12,32.2841E-12,31.1071E-12,30.5033E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1188E-12,29.0034E-12,28.8954E-12,28.7939E-12
20.8930E6,18.8117E-12,27.1650E-12,39.2854E-12,47.4806E-12,43.2546E-12,38.3990E-12,34.5905E-12,32.2841E-12,31.1071E-12,30.5033E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1188E-12,29.0034E-12,28.8954E-12,28.7939E-12
21.3796E6,18.8111E-12,27.1649E-12,39.2854E-12,47.4806E-12,43.2546E-12,38.3990E-12,34.5905E-12,32.2841E-12,31.1071E-12,30.5033E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1188E-12,29.0034E-12,28.8954E-12,28.7939E-12
21.8776E6,18.8105E-12,27.1648E-12,39.2854E-12,47.4806E-12,43.2546E-12,38.3990E-12,34.5905E-12,32.2841E-12,31.1071E-12,30.5033E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1188E-12,29.0034E-12,28.8954E-12,28.7939E-12
22.3872E6,18.8100E-12,27.1648E-12,39.2853E-12,47.4805E-12,43.2546E-12,38.3990E-12,34.5905E-12,32.2841E-12,31.1071E-12,30.5033E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1188E-12,29.0034E-12,28.8954E-12,28.7939E-12
22.9087E6,18.8094E-12,27.1647E-12,39.2853E-12,47.4805E-12,43.2546E-12,38.3990E-12,34.5905E-12,32.2841E-12,31.1071E-12,30.5033E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1188E-12,29.0034E-12,28.8954E-12,28.7939E-12
23.4423E6,18.8088E-12,27.1646E-12,39.2852E-12,47.4805E-12,43.2546E-12,38.3990E-12,34.5905E-12,32.2841E-12,31.1071E-12,30.5033E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1188E-12,29.0034E-12,28.8954E-12,28.7939E-12
23.9883E6,18.8083E-12,27.1645E-12,39.2851E-12,47.4805E-12,43.2546E-12,38.3990E-12,34.5905E-12,32.2841E-12,31.1071E-12,30.5033E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1188E-12,29.0034E-12,28.8954E-12,28.7939E-12
24.5471E6,18.8078E-12,27.1644E-12,39.2851E-12,47.4805E-12,43.2546E-12,38.3990E-12,34.5905E-12,32.2841E-12,31.1071E-12,30.5033E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1188E-12,29.0034E-12,28.8954E-12,28.7939E-12
25.1189E6,18.8072E-12,27.1643E-12,39.2850E-12,47.4805E-12,43.2546E-12,38.3990E-12,34.5905E-12,32.2841E-12,31.1071E-12,30.5033E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1188E-12,29.0034E-12,28.8954E-12,28.7939E-12
25.7040E6,18.8067E-12,27.1642E-12,39.2850E-12,47.4804E-12,43.2546E-12,38.3990E-12,34.5905E-12,32.2841E-12,31.1071E-12,30.5033E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1188E-12,29.0034E-12,28.8954E-12,28.7939E-12
26.3027E6,18.8062E-12,27.1641E-12,39.2849E-12,47.4804E-12,43.2546E-12,38.3990E-12,34.5905E-12,32.2841E-12,31.1071E-12,30.5033E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1188E-12,29.0034E-12,28.8954E-12,28.7939E-12
26.9153E6,18.8058E-12,27.1641E-12,39.2849E-12,47.4804E-12,43.2546E-12,38.3990E-12,34.5905E-12,32.2841E-12,31.1071E-12,30.5033E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1188E-12,29.0034E-12,28.8954E-12,28.7939E-12
27.5423E6,18.8053E-12,27.1640E-12,39.2848E-12,47.4804E-12,43.2546E-12,38.3990E-12,34.5905E-12,32.2841E-12,31.1071E-12,30.5033E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1188E-12,29.0034E-12,28.8954E-12,28.7939E-12
28.1838E6,18.8048E-12,27.1639E-12,39.2847E-12,47.4804E-12,43.2546E-12,38.3990E-12,34.5905E-12,32.2841E-12,31.1071E-12,30.5033E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1188E-12,29.0034E-12,28.8954E-12,28.7939E-12
28.8403E6,18.8044E-12,27.1638E-12,39.2847E-12,47.4803E-12,43.2546E-12,38.3990E-12,34.5905E-12,32.2841E-12,31.1071E-12,30.5033E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1188E-12,29.0034E-12,28.8954E-12,28.7939E-12
29.5121E6,18.8039E-12,27.1637E-12,39.2846E-12,47.4803E-12,43.2546E-12,38.3990E-12,34.5905E-12,32.2841E-12,31.1071E-12,30.5033E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1188E-12,29.0034E-12,28.8954E-12,28.7939E-12
30.1995E6,18.8035E-12,27.1636E-12,39.2845E-12,47.4803E-12,43.2546E-12,38.3990E-12,34.5905E-12,32.2841E-12,31.1071E-12,30.5033E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1188E-12,29.0034E-12,28.8954E-12,28.7939E-12
30.9030E6,18.8031E-12,27.1636E-12,39.2845E-12,47.4803E-12,43.2546E-12,38.3990E-12,34.5905E-12,32.2841E-12,31.1071E-12,30.5033E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1188E-12,29.0034E-12,28.8954E-12,28.7939E-12
31.6228E6,18.8027E-12,27.1635E-12,39.2844E-12,47.4802E-12,43.2546E-12,38.3990E-12,34.5905E-12,32.2841E-12,31.1071E-12,30.5033E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1188E-12,29.0034E-12,28.8954E-12,28.7939E-12
32.3594E6,18.8023E-12,27.1634E-12,39.2843E-12,47.4802E-12,43.2546E-12,38.3990E-12,34.5905E-12,32.2841E-12,31.1071E-12,30.5033E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1188E-12,29.0034E-12,28.8954E-12,28.7939E-12
33.1131E6,18.8019E-12,27.1633E-12,39.2842E-12,47.4802E-12,43.2545E-12,38.3990E-12,34.5905E-12,32.2841E-12,31.1071E-12,30.5033E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1188E-12,29.0034E-12,28.8954E-12,28.7939E-12
33.8844E6,18.8015E-12,27.1632E-12,39.2841E-12,47.4802E-12,43.2545E-12,38.3990E-12,34.5905E-12,32.2841E-12,31.1071E-12,30.5033E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1188E-12,29.0034E-12,28.8954E-12,28.7939E-12
34.6737E6,18.8011E-12,27.1632E-12,39.2840E-12,47.4801E-12,43.2545E-12,38.3990E-12,34.5905E-12,32.2841E-12,31.1071E-12,30.5033E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1188E-12,29.0034E-12,28.8954E-12,28.7939E-12
35.4813E6,18.8008E-12,27.1631E-12,39.2840E-12,47.4801E-12,43.2545E-12,38.3990E-12,34.5905E-12,32.2841E-12,31.1070E-12,30.5033E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1188E-12,29.0034E-12,28.8953E-12,28.7939E-12
36.3078E6,18.8004E-12,27.1630E-12,39.2839E-12,47.4801E-12,43.2545E-12,38.3990E-12,34.5905E-12,32.2841E-12,31.1070E-12,30.5032E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1188E-12,29.0034E-12,28.8953E-12,28.7939E-12
37.1535E6,18.8000E-12,27.1629E-12,39.2838E-12,47.4800E-12,43.2545E-12,38.3990E-12,34.5905E-12,32.2841E-12,31.1070E-12,30.5032E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1188E-12,29.0034E-12,28.8953E-12,28.7939E-12
38.0189E6,18.7997E-12,27.1628E-12,39.2837E-12,47.4800E-12,43.2545E-12,38.3990E-12,34.5905E-12,32.2841E-12,31.1070E-12,30.5032E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1188E-12,29.0034E-12,28.8953E-12,28.7939E-12
38.9045E6,18.7994E-12,27.1627E-12,39.2836E-12,47.4800E-12,43.2545E-12,38.3990E-12,34.5905E-12,32.2841E-12,31.1070E-12,30.5032E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1188E-12,29.0034E-12,28.8953E-12,28.7939E-12
39.8107E6,18.7990E-12,27.1627E-12,39.2834E-12,47.4799E-12,43.2545E-12,38.3990E-12,34.5905E-12,32.2841E-12,31.1070E-12,30.5032E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1188E-12,29.0034E-12,28.8953E-12,28.7938E-12
40.7380E6,18.7987E-12,27.1626E-12,39.2833E-12,47.4799E-12,43.2545E-12,38.3990E-12,34.5905E-12,32.2841E-12,31.1070E-12,30.5032E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1188E-12,29.0034E-12,28.8953E-12,28.7938E-12
41.6869E6,18.7984E-12,27.1625E-12,39.2832E-12,47.4799E-12,43.2545E-12,38.3990E-12,34.5905E-12,32.2841E-12,31.1070E-12,30.5032E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1188E-12,29.0034E-12,28.8953E-12,28.7938E-12
42.6580E6,18.7981E-12,27.1624E-12,39.2831E-12,47.4798E-12,43.2545E-12,38.3990E-12,34.5905E-12,32.2841E-12,31.1070E-12,30.5032E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1188E-12,29.0034E-12,28.8953E-12,28.7938E-12
43.6516E6,18.7978E-12,27.1623E-12,39.2830E-12,47.4798E-12,43.2545E-12,38.3990E-12,34.5905E-12,32.2841E-12,31.1070E-12,30.5032E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5268E-12,29.3780E-12,29.2431E-12,29.1188E-12,29.0034E-12,28.8953E-12,28.7938E-12
44.6684E6,18.7975E-12,27.1622E-12,39.2828E-12,47.4797E-12,43.2544E-12,38.3990E-12,34.5905E-12,32.2841E-12,31.1070E-12,30.5032E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5267E-12,29.3780E-12,29.2431E-12,29.1188E-12,29.0034E-12,28.8953E-12,28.7938E-12
45.7088E6,18.7972E-12,27.1621E-12,39.2827E-12,47.4797E-12,43.2544E-12,38.3990E-12,34.5905E-12,32.2841E-12,31.1070E-12,30.5032E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5267E-12,29.3780E-12,29.2430E-12,29.1188E-12,29.0034E-12,28.8953E-12,28.7938E-12
46.7735E6,18.7970E-12,27.1620E-12,39.2825E-12,47.4796E-12,43.2544E-12,38.3990E-12,34.5905E-12,32.2841E-12,31.1070E-12,30.5032E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5267E-12,29.3780E-12,29.2430E-12,29.1188E-12,29.0034E-12,28.8953E-12,28.7938E-12
47.8630E6,18.7967E-12,27.1619E-12,39.2824E-12,47.4796E-12,43.2544E-12,38.3989E-12,34.5905E-12,32.2841E-12,31.1070E-12,30.5032E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5267E-12,29.3780E-12,29.2430E-12,29.1188E-12,29.0033E-12,28.8953E-12,28.7938E-12
48.9779E6,18.7964E-12,27.1618E-12,39.2822E-12,47.4795E-12,43.2544E-12,38.3989E-12,34.5905E-12,32.2841E-12,31.1070E-12,30.5032E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5267E-12,29.3780E-12,29.2430E-12,29.1188E-12,29.0033E-12,28.8953E-12,28.7938E-12
50.1187E6,18.7962E-12,27.1617E-12,39.2820E-12,47.4795E-12,43.2544E-12,38.3989E-12,34.5904E-12,32.2841E-12,31.1070E-12,30.5032E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5267E-12,29.3780E-12,29.2430E-12,29.1188E-12,29.0033E-12,28.8953E-12,28.7938E-12
51.2861E6,18.7959E-12,27.1616E-12,39.2819E-12,47.4794E-12,43.2544E-12,38.3989E-12,34.5904E-12,32.2841E-12,31.1070E-12,30.5032E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5267E-12,29.3780E-12,29.2430E-12,29.1188E-12,29.0033E-12,28.8953E-12,28.7938E-12
52.4807E6,18.7957E-12,27.1615E-12,39.2817E-12,47.4794E-12,43.2544E-12,38.3989E-12,34.5904E-12,32.2841E-12,31.1070E-12,30.5032E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5267E-12,29.3780E-12,29.2430E-12,29.1188E-12,29.0033E-12,28.8953E-12,28.7938E-12
53.7032E6,18.7954E-12,27.1614E-12,39.2815E-12,47.4793E-12,43.2544E-12,38.3989E-12,34.5904E-12,32.2841E-12,31.1070E-12,30.5032E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5267E-12,29.3780E-12,29.2430E-12,29.1188E-12,29.0033E-12,28.8953E-12,28.7938E-12
54.9541E6,18.7952E-12,27.1613E-12,39.2813E-12,47.4793E-12,43.2543E-12,38.3989E-12,34.5904E-12,32.2841E-12,31.1070E-12,30.5032E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5267E-12,29.3780E-12,29.2430E-12,29.1188E-12,29.0033E-12,28.8953E-12,28.7938E-12
56.2341E6,18.7950E-12,27.1612E-12,39.2811E-12,47.4792E-12,43.2543E-12,38.3989E-12,34.5904E-12,32.2841E-12,31.1070E-12,30.5032E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5267E-12,29.3780E-12,29.2430E-12,29.1188E-12,29.0033E-12,28.8953E-12,28.7938E-12
57.5440E6,18.7947E-12,27.1611E-12,39.2809E-12,47.4791E-12,43.2543E-12,38.3989E-12,34.5904E-12,32.2841E-12,31.1070E-12,30.5032E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5267E-12,29.3780E-12,29.2430E-12,29.1188E-12,29.0033E-12,28.8953E-12,28.7938E-12
58.8844E6,18.7945E-12,27.1610E-12,39.2806E-12,47.4790E-12,43.2543E-12,38.3989E-12,34.5904E-12,32.2841E-12,31.1070E-12,30.5032E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5267E-12,29.3780E-12,29.2430E-12,29.1188E-12,29.0033E-12,28.8953E-12,28.7938E-12
60.2560E6,18.7943E-12,27.1608E-12,39.2804E-12,47.4790E-12,43.2543E-12,38.3989E-12,34.5904E-12,32.2841E-12,31.1070E-12,30.5032E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5267E-12,29.3780E-12,29.2430E-12,29.1188E-12,29.0033E-12,28.8953E-12,28.7938E-12
61.6595E6,18.7941E-12,27.1607E-12,39.2802E-12,47.4789E-12,43.2543E-12,38.3989E-12,34.5904E-12,32.2841E-12,31.1070E-12,30.5032E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5267E-12,29.3780E-12,29.2430E-12,29.1188E-12,29.0033E-12,28.8953E-12,28.7938E-12
63.0957E6,18.7939E-12,27.1606E-12,39.2799E-12,47.4788E-12,43.2542E-12,38.3989E-12,34.5904E-12,32.2841E-12,31.1070E-12,30.5032E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5267E-12,29.3780E-12,29.2430E-12,29.1188E-12,29.0033E-12,28.8953E-12,28.7938E-12
64.5654E6,18.7937E-12,27.1605E-12,39.2796E-12,47.4787E-12,43.2542E-12,38.3989E-12,34.5904E-12,32.2841E-12,31.1070E-12,30.5032E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5267E-12,29.3780E-12,29.2430E-12,29.1188E-12,29.0033E-12,28.8953E-12,28.7938E-12
66.0693E6,18.7935E-12,27.1603E-12,39.2793E-12,47.4786E-12,43.2542E-12,38.3989E-12,34.5904E-12,32.2841E-12,31.1070E-12,30.5032E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5267E-12,29.3780E-12,29.2430E-12,29.1188E-12,29.0033E-12,28.8953E-12,28.7938E-12
67.6083E6,18.7933E-12,27.1602E-12,39.2790E-12,47.4785E-12,43.2542E-12,38.3989E-12,34.5904E-12,32.2841E-12,31.1070E-12,30.5032E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5267E-12,29.3780E-12,29.2430E-12,29.1188E-12,29.0033E-12,28.8953E-12,28.7938E-12
69.1831E6,18.7931E-12,27.1600E-12,39.2787E-12,47.4784E-12,43.2542E-12,38.3989E-12,34.5904E-12,32.2841E-12,31.1070E-12,30.5032E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5267E-12,29.3780E-12,29.2430E-12,29.1188E-12,29.0033E-12,28.8953E-12,28.7938E-12
70.7946E6,18.7929E-12,27.1599E-12,39.2784E-12,47.4783E-12,43.2541E-12,38.3988E-12,34.5904E-12,32.2841E-12,31.1070E-12,30.5032E-12,30.1444E-12,29.8931E-12,29.6949E-12,29.5267E-12,29.3779E-12,29.2430E-12,29.1188E-12,29.0033E-12,28.8953E-12,28.7938E-12
72.4436E6,18.7927E-12,27.1597E-12,39.2781E-12,47.4782E-12,43.2541E-12,38.3988E-12,34.5904E-12,32.2841E-12,31.1070E-12,30.5032E-12,30.1444E-12,29.8931E-12,29.6948E-12,29.5267E-12,29.3779E-12,29.2430E-12,29.1188E-12,29.0033E-12,28.8953E-12,28.7938E-12
74.1310E6,18.7926E-12,27.1595E-12,39.2777E-12,47.4781E-12,43.2541E-12,38.3988E-12,34.5904E-12,32.2841E-12,31.1070E-12,30.5032E-12,30.1444E-12,29.8931E-12,29.6948E-12,29.5267E-12,29.3779E-12,29.2430E-12,29.1188E-12,29.0033E-12,28.8953E-12,28.7938E-12
75.8578E6,18.7924E-12,27.1594E-12,39.2773E-12,47.4780E-12,43.2541E-12,38.3988E-12,34.5904E-12,32.2841E-12,31.1070E-12,30.5032E-12,30.1444E-12,29.8931E-12,29.6948E-12,29.5267E-12,29.3779E-12,29.2430E-12,29.1188E-12,29.0033E-12,28.8953E-12,28.7938E-12
77.6247E6,18.7922E-12,27.1592E-12,39.2770E-12,47.4778E-12,43.2540E-12,38.3988E-12,34.5904E-12,32.2840E-12,31.1070E-12,30.5032E-12,30.1444E-12,29.8931E-12,29.6948E-12,29.5267E-12,29.3779E-12,29.2430E-12,29.1188E-12,29.0033E-12,28.8953E-12,28.7938E-12
79.4328E6,18.7921E-12,27.1590E-12,39.2766E-12,47.4777E-12,43.2540E-12,38.3988E-12,34.5904E-12,32.2840E-12,31.1070E-12,30.5032E-12,30.1444E-12,29.8931E-12,29.6948E-12,29.5267E-12,29.3779E-12,29.2430E-12,29.1188E-12,29.0033E-12,28.8953E-12,28.7938E-12
81.2831E6,18.7919E-12,27.1588E-12,39.2761E-12,47.4776E-12,43.2540E-12,38.3988E-12,34.5904E-12,32.2840E-12,31.1070E-12,30.5032E-12,30.1444E-12,29.8931E-12,29.6948E-12,29.5267E-12,29.3779E-12,29.2430E-12,29.1188E-12,29.0033E-12,28.8953E-12,28.7938E-12
83.1764E6,18.7917E-12,27.1586E-12,39.2757E-12,47.4774E-12,43.2539E-12,38.3988E-12,34.5904E-12,32.2840E-12,31.1070E-12,30.5032E-12,30.1444E-12,29.8930E-12,29.6948E-12,29.5267E-12,29.3779E-12,29.2430E-12,29.1188E-12,29.0033E-12,28.8953E-12,28.7938E-12
85.1138E6,18.7916E-12,27.1584E-12,39.2752E-12,47.4773E-12,43.2539E-12,38.3988E-12,34.5904E-12,32.2840E-12,31.1070E-12,30.5032E-12,30.1444E-12,29.8930E-12,29.6948E-12,29.5267E-12,29.3779E-12,29.2430E-12,29.1188E-12,29.0033E-12,28.8953E-12,28.7938E-12
87.0964E6,18.7915E-12,27.1582E-12,39.2747E-12,47.4771E-12,43.2539E-12,38.3988E-12,34.5904E-12,32.2840E-12,31.1070E-12,30.5032E-12,30.1444E-12,29.8930E-12,29.6948E-12,29.5267E-12,29.3779E-12,29.2430E-12,29.1188E-12,29.0033E-12,28.8953E-12,28.7938E-12
89.1251E6,18.7913E-12,27.1580E-12,39.2742E-12,47.4769E-12,43.2538E-12,38.3987E-12,34.5904E-12,32.2840E-12,31.1070E-12,30.5032E-12,30.1444E-12,29.8930E-12,29.6948E-12,29.5267E-12,29.3779E-12,29.2430E-12,29.1187E-12,29.0033E-12,28.8953E-12,28.7938E-12
91.2011E6,18.7912E-12,27.1577E-12,39.2737E-12,47.4768E-12,43.2538E-12,38.3987E-12,34.5903E-12,32.2840E-12,31.1070E-12,30.5032E-12,30.1444E-12,29.8930E-12,29.6948E-12,29.5267E-12,29.3779E-12,29.2430E-12,29.1187E-12,29.0033E-12,28.8953E-12,28.7938E-12
93.3254E6,18.7910E-12,27.1575E-12,39.2731E-12,47.4766E-12,43.2538E-12,38.3987E-12,34.5903E-12,32.2840E-12,31.1070E-12,30.5032E-12,30.1443E-12,29.8930E-12,29.6948E-12,29.5267E-12,29.3779E-12,29.2430E-12,29.1187E-12,29.0033E-12,28.8952E-12,28.7937E-12
95.4993E6,18.7909E-12,27.1573E-12,39.2725E-12,47.4764E-12,43.2537E-12,38.3987E-12,34.5903E-12,32.2840E-12,31.1070E-12,30.5032E-12,30.1443E-12,29.8930E-12,29.6948E-12,29.5267E-12,29.3779E-12,29.2430E-12,29.1187E-12,29.0033E-12,28.8952E-12,28.7937E-12
