VBE ,beta VCE 0.6 N 1 ,beta VCE 0.6 N 2 ,beta VCE 0.6 N 3 ,beta VCE 0.6 N 4 ,beta VCE 0.6 N 5 ,beta VCE 0.6 N 6 ,beta VCE 0.6 N 7 ,beta VCE 0.6 N 8 ,beta VCE 0.6 N 9 ,beta VCE 0.6 N 10 ,beta VCE 0.65 N 1 ,beta VCE 0.65 N 2 ,beta VCE 0.65 N 3 ,beta VCE 0.65 N 4 ,beta VCE 0.65 N 5 ,beta VCE 0.65 N 6 ,beta VCE 0.65 N 7 ,beta VCE 0.65 N 8 ,beta VCE 0.65 N 9 ,beta VCE 0.65 N 10 ,beta VCE 0.7 N 1 ,beta VCE 0.7 N 2 ,beta VCE 0.7 N 3 ,beta VCE 0.7 N 4 ,beta VCE 0.7 N 5 ,beta VCE 0.7 N 6 ,beta VCE 0.7 N 7 ,beta VCE 0.7 N 8 ,beta VCE 0.7 N 9 ,beta VCE 0.7 N 10 ,beta VCE 0.75 N 1 ,beta VCE 0.75 N 2 ,beta VCE 0.75 N 3 ,beta VCE 0.75 N 4 ,beta VCE 0.75 N 5 ,beta VCE 0.75 N 6 ,beta VCE 0.75 N 7 ,beta VCE 0.75 N 8 ,beta VCE 0.75 N 9 ,beta VCE 0.75 N 10 ,beta VCE 0.8 N 1 ,beta VCE 0.8 N 2 ,beta VCE 0.8 N 3 ,beta VCE 0.8 N 4 ,beta VCE 0.8 N 5 ,beta VCE 0.8 N 6 ,beta VCE 0.8 N 7 ,beta VCE 0.8 N 8 ,beta VCE 0.8 N 9 ,beta VCE 0.8 N 10 
835.000E-3,350.839,350.840,350.840,350.841,350.841,350.841,350.841,350.841,350.841,350.841,356.633,356.634,356.634,356.634,356.634,356.634,356.635,356.635,356.635,356.635,361.051,361.051,361.051,361.052,361.052,361.052,361.052,361.052,361.052,361.052,364.288,364.289,364.289,364.289,364.289,364.289,364.289,364.289,364.289,364.289,366.590,366.591,366.591,366.591,366.591,366.591,366.591,366.591,366.591,366.591
840.000E-3,323.871,323.872,323.872,323.872,323.872,323.872,323.872,323.872,323.872,323.872,330.996,330.997,330.997,330.997,330.997,330.997,330.997,330.997,330.997,330.997,336.860,336.860,336.861,336.861,336.861,336.861,336.861,336.861,336.861,336.861,341.501,341.502,341.502,341.502,341.502,341.502,341.502,341.502,341.502,341.502,345.024,345.025,345.025,345.025,345.025,345.025,345.025,345.025,345.025,345.025
845.000E-3,295.701,295.701,295.701,295.701,295.701,295.701,295.701,295.701,295.701,295.701,303.614,303.615,303.615,303.615,303.615,303.615,303.615,303.615,303.615,303.615,310.541,310.542,310.542,310.542,310.542,310.542,310.542,310.542,310.542,310.542,316.445,316.445,316.445,316.446,316.446,316.446,316.446,316.446,316.446,316.446,321.312,321.313,321.313,321.313,321.313,321.313,321.313,321.313,321.313,321.313
850.000E-3,267.500,267.500,267.500,267.500,267.500,267.500,267.500,267.500,267.500,267.500,275.640,275.641,275.641,275.641,275.641,275.641,275.641,275.641,275.641,275.641,283.063,283.063,283.063,283.063,283.063,283.063,283.063,283.063,283.063,283.063,289.726,289.726,289.726,289.726,289.726,289.726,289.726,289.726,289.726,289.726,295.588,295.589,295.589,295.589,295.589,295.589,295.589,295.589,295.589,295.589
855.000E-3,240.238,240.238,240.238,240.238,240.238,240.238,240.238,240.238,240.238,240.238,248.187,248.187,248.188,248.188,248.188,248.188,248.188,248.188,248.188,248.188,255.625,255.625,255.625,255.625,255.625,255.625,255.625,255.625,255.625,255.625,262.522,262.522,262.522,262.522,262.522,262.522,262.522,262.522,262.522,262.523,268.846,268.846,268.846,268.846,268.846,268.846,268.846,268.846,268.846,268.846
860.000E-3,214.560,214.560,214.560,214.560,214.560,214.560,214.560,214.560,214.560,214.560,222.058,222.059,222.059,222.059,222.059,222.059,222.059,222.059,222.059,222.059,229.192,229.192,229.192,229.192,229.192,229.192,229.192,229.192,229.192,229.192,235.943,235.943,235.943,235.943,235.943,235.943,235.943,235.943,235.943,235.943,242.290,242.290,242.290,242.290,242.290,242.290,242.290,242.290,242.290,242.290
865.000E-3,190.825,190.825,190.825,190.825,190.825,190.825,190.825,190.825,190.825,190.825,197.734,197.734,197.734,197.734,197.734,197.734,197.734,197.734,197.734,197.734,204.381,204.381,204.381,204.381,204.381,204.381,204.381,204.381,204.381,204.381,210.754,210.754,210.754,210.754,210.754,210.755,210.755,210.755,210.755,210.755,216.842,216.842,216.842,216.842,216.842,216.842,216.842,216.842,216.842,216.842
870.000E-3,169.185,169.185,169.186,169.186,169.186,169.186,169.186,169.186,169.186,169.186,175.448,175.448,175.448,175.448,175.448,175.448,175.448,175.448,175.448,175.448,181.520,181.520,181.520,181.520,181.520,181.520,181.520,181.520,181.520,181.520,187.394,187.395,187.395,187.395,187.395,187.395,187.395,187.395,187.395,187.395,193.065,193.065,193.065,193.065,193.065,193.065,193.065,193.065,193.065,193.065
875.000E-3,149.654,149.654,149.654,149.654,149.654,149.654,149.654,149.654,149.654,149.654,155.263,155.263,155.263,155.264,155.264,155.264,155.264,155.264,155.264,155.264,160.733,160.733,160.733,160.733,160.733,160.733,160.733,160.733,160.733,160.733,166.060,166.060,166.060,166.060,166.060,166.060,166.060,166.060,166.060,166.060,171.240,171.240,171.240,171.240,171.240,171.240,171.240,171.240,171.240,171.240
880.000E-3,132.157,132.157,132.157,132.157,132.157,132.157,132.157,132.157,132.157,132.157,137.138,137.138,137.138,137.138,137.138,137.138,137.138,137.138,137.138,137.138,142.016,142.016,142.016,142.016,142.016,142.016,142.016,142.016,142.016,142.016,146.790,146.790,146.790,146.790,146.790,146.790,146.790,146.790,146.790,146.790,151.456,151.456,151.456,151.456,151.456,151.456,151.456,151.456,151.456,151.456
885.000E-3,116.571,116.571,116.571,116.571,116.571,116.571,116.571,116.571,116.571,116.571,120.966,120.966,120.966,120.966,120.966,120.966,120.966,120.966,120.966,120.966,125.284,125.284,125.284,125.284,125.284,125.284,125.284,125.284,125.284,125.284,129.525,129.525,129.525,129.525,129.525,129.525,129.525,129.525,129.525,129.525,133.687,133.687,133.687,133.687,133.687,133.687,133.687,133.687,133.687,133.687
890.000E-3,102.747,102.748,102.748,102.748,102.748,102.748,102.748,102.748,102.748,102.748,106.605,106.605,106.605,106.605,106.605,106.605,106.605,106.605,106.605,106.605,110.406,110.406,110.406,110.406,110.406,110.406,110.406,110.406,110.406,110.406,114.149,114.149,114.149,114.149,114.149,114.149,114.149,114.149,114.149,114.149,117.835,117.835,117.835,117.835,117.835,117.835,117.835,117.835,117.835,117.835
895.000E-3,90.5264,90.5264,90.5264,90.5264,90.5264,90.5264,90.5264,90.5264,90.5264,90.5264,93.8999,93.9000,93.9000,93.9000,93.9000,93.9000,93.9000,93.9000,93.9000,93.9000,97.2309,97.2309,97.2309,97.2309,97.2310,97.2310,97.2310,97.2310,97.2310,97.2310,100.519,100.519,100.519,100.519,100.519,100.519,100.519,100.519,100.519,100.519,103.765,103.765,103.765,103.765,103.765,103.765,103.765,103.765,103.765,103.765
900.000E-3,79.7490,79.7491,79.7491,79.7491,79.7491,79.7491,79.7491,79.7491,79.7491,79.7491,82.6906,82.6906,82.6906,82.6906,82.6906,82.6906,82.6906,82.6906,82.6906,82.6906,85.6003,85.6004,85.6004,85.6004,85.6004,85.6004,85.6004,85.6004,85.6004,85.6004,88.4785,88.4785,88.4785,88.4785,88.4785,88.4785,88.4785,88.4785,88.4785,88.4785,91.3252,91.3252,91.3252,91.3252,91.3252,91.3252,91.3252,91.3252,91.3252,91.3252
905.000E-3,70.2627,70.2627,70.2627,70.2627,70.2627,70.2627,70.2627,70.2627,70.2627,70.2627,72.8219,72.8219,72.8220,72.8220,72.8220,72.8220,72.8220,72.8220,72.8220,72.8220,75.3573,75.3574,75.3574,75.3574,75.3574,75.3574,75.3574,75.3574,75.3574,75.3574,77.8693,77.8693,77.8693,77.8693,77.8693,77.8693,77.8693,77.8693,77.8693,77.8693,80.3580,80.3580,80.3580,80.3580,80.3580,80.3580,80.3580,80.3580,80.3580,80.3580
910.000E-3,61.9245,61.9245,61.9245,61.9245,61.9245,61.9245,61.9245,61.9245,61.9245,61.9245,64.1474,64.1474,64.1474,64.1474,64.1474,64.1474,64.1474,64.1474,64.1474,64.1474,66.3525,66.3525,66.3525,66.3525,66.3525,66.3525,66.3525,66.3525,66.3525,66.3525,68.5402,68.5402,68.5402,68.5402,68.5402,68.5402,68.5402,68.5402,68.5402,68.5402,70.7107,70.7107,70.7107,70.7107,70.7107,70.7107,70.7107,70.7107,70.7107,70.7107
915.000E-3,54.6029,54.6029,54.6029,54.6029,54.6029,54.6029,54.6029,54.6029,54.6029,54.6029,56.5314,56.5314,56.5314,56.5314,56.5314,56.5314,56.5314,56.5314,56.5314,56.5314,58.4466,58.4466,58.4466,58.4466,58.4466,58.4466,58.4466,58.4466,58.4466,58.4466,60.3489,60.3489,60.3489,60.3489,60.3489,60.3489,60.3489,60.3489,60.3489,60.3489,62.2387,62.2387,62.2387,62.2387,62.2387,62.2387,62.2387,62.2387,62.2387,62.2387
920.000E-3,48.1787,48.1787,48.1787,48.1787,48.1787,48.1787,48.1787,48.1787,48.1787,48.1787,49.8504,49.8504,49.8504,49.8504,49.8504,49.8504,49.8504,49.8504,49.8504,49.8504,51.5123,51.5123,51.5123,51.5123,51.5123,51.5123,51.5123,51.5123,51.5123,51.5123,53.1647,53.1647,53.1647,53.1647,53.1647,53.1647,53.1647,53.1647,53.1647,53.1647,54.8079,54.8079,54.8079,54.8079,54.8080,54.8080,54.8080,54.8080,54.8080,54.8080
925.000E-3,42.5446,42.5446,42.5446,42.5446,42.5446,42.5446,42.5446,42.5446,42.5446,42.5446,43.9931,43.9931,43.9931,43.9931,43.9931,43.9931,43.9931,43.9931,43.9931,43.9931,45.4343,45.4343,45.4343,45.4343,45.4343,45.4343,45.4343,45.4344,45.4344,45.4344,46.8687,46.8687,46.8687,46.8687,46.8687,46.8687,46.8687,46.8687,46.8687,46.8687,48.2964,48.2964,48.2964,48.2964,48.2964,48.2964,48.2964,48.2964,48.2964,48.2964
930.000E-3,37.6049,37.6049,37.6049,37.6049,37.6049,37.6049,37.6049,37.6049,37.6049,37.6049,38.8598,38.8598,38.8598,38.8598,38.8598,38.8598,38.8598,38.8598,38.8598,38.8598,40.1094,40.1094,40.1094,40.1094,40.1094,40.1094,40.1094,40.1094,40.1094,40.1094,41.3540,41.3540,41.3540,41.3540,41.3540,41.3540,41.3540,41.3540,41.3540,41.3540,42.5939,42.5939,42.5939,42.5939,42.5939,42.5939,42.5939,42.5939,42.5939,42.5939
935.000E-3,33.2745,33.2745,33.2745,33.2745,33.2745,33.2745,33.2745,33.2745,33.2745,33.2745,34.3619,34.3619,34.3619,34.3619,34.3619,34.3619,34.3619,34.3619,34.3619,34.3619,35.4454,35.4454,35.4454,35.4454,35.4454,35.4454,35.4454,35.4454,35.4454,35.4454,36.5254,36.5254,36.5254,36.5254,36.5254,36.5254,36.5254,36.5254,36.5254,36.5254,37.6020,37.6020,37.6020,37.6020,37.6020,37.6020,37.6020,37.6020,37.6020,37.6020
940.000E-3,29.4783,29.4783,29.4783,29.4783,29.4783,29.4783,29.4783,29.4783,29.4783,29.4783,30.4209,30.4209,30.4209,30.4209,30.4209,30.4209,30.4209,30.4209,30.4209,30.4209,31.3607,31.3607,31.3607,31.3607,31.3607,31.3607,31.3607,31.3607,31.3607,31.3607,32.2981,32.2981,32.2981,32.2981,32.2981,32.2981,32.2981,32.2981,32.2981,32.2981,33.2331,33.2331,33.2331,33.2331,33.2331,33.2331,33.2331,33.2331,33.2331,33.2331
945.000E-3,26.1501,26.1501,26.1501,26.1501,26.1501,26.1501,26.1501,26.1501,26.1501,26.1501,26.9677,26.9677,26.9677,26.9677,26.9677,26.9677,26.9677,26.9677,26.9677,26.9677,27.7834,27.7834,27.7834,27.7834,27.7834,27.7834,27.7834,27.7834,27.7834,27.7834,28.5974,28.5974,28.5974,28.5974,28.5974,28.5974,28.5974,28.5974,28.5974,28.5974,29.4098,29.4098,29.4098,29.4098,29.4098,29.4098,29.4098,29.4098,29.4098,29.4098
950.000E-3,23.2316,23.2316,23.2316,23.2316,23.2316,23.2316,23.2316,23.2316,23.2316,23.2316,23.9414,23.9414,23.9414,23.9414,23.9414,23.9414,23.9414,23.9414,23.9414,23.9414,24.6499,24.6499,24.6499,24.6499,24.6499,24.6499,24.6499,24.6499,24.6499,24.6499,25.3573,25.3573,25.3573,25.3573,25.3573,25.3573,25.3573,25.3573,25.3573,25.3573,26.0637,26.0637,26.0637,26.0637,26.0637,26.0637,26.0637,26.0637,26.0637,26.0637
955.000E-3,20.6716,20.6716,20.6716,20.6716,20.6716,20.6716,20.6716,20.6716,20.6716,20.6716,21.2886,21.2886,21.2886,21.2886,21.2886,21.2886,21.2886,21.2886,21.2886,21.2886,21.9047,21.9047,21.9047,21.9047,21.9047,21.9047,21.9047,21.9047,21.9047,21.9047,22.5201,22.5201,22.5201,22.5201,22.5201,22.5201,22.5201,22.5201,22.5201,22.5201,23.1349,23.1349,23.1349,23.1349,23.1349,23.1349,23.1349,23.1349,23.1349,23.1349
960.000E-3,18.4254,18.4254,18.4254,18.4254,18.4254,18.4254,18.4254,18.4254,18.4254,18.4254,18.9624,18.9624,18.9624,18.9624,18.9624,18.9624,18.9624,18.9624,18.9624,18.9624,19.4989,19.4989,19.4989,19.4989,19.4989,19.4989,19.4989,19.4989,19.4989,19.4989,20.0349,20.0349,20.0349,20.0349,20.0349,20.0349,20.0349,20.0349,20.0349,20.0349,20.5706,20.5706,20.5706,20.5706,20.5706,20.5706,20.5706,20.5706,20.5706,20.5706
965.000E-3,16.4538,16.4538,16.4538,16.4538,16.4538,16.4538,16.4538,16.4538,16.4538,16.4538,16.9218,16.9218,16.9218,16.9218,16.9218,16.9218,16.9218,16.9218,16.9218,16.9218,17.3896,17.3896,17.3896,17.3896,17.3896,17.3896,17.3896,17.3896,17.3896,17.3896,17.8572,17.8572,17.8572,17.8572,17.8572,17.8572,17.8572,17.8572,17.8572,17.8572,18.3246,18.3246,18.3246,18.3246,18.3246,18.3246,18.3246,18.3246,18.3246,18.3246
970.000E-3,14.7222,14.7222,14.7222,14.7222,14.7222,14.7222,14.7222,14.7222,14.7222,14.7222,15.1310,15.1310,15.1310,15.1310,15.1310,15.1310,15.1310,15.1310,15.1310,15.1310,15.5396,15.5396,15.5396,15.5396,15.5396,15.5396,15.5396,15.5396,15.5396,15.5396,15.9481,15.9481,15.9481,15.9481,15.9481,15.9481,15.9481,15.9481,15.9481,15.9481,16.3566,16.3566,16.3566,16.3566,16.3566,16.3566,16.3566,16.3566,16.3566,16.3566
975.000E-3,13.2006,13.2006,13.2006,13.2006,13.2006,13.2006,13.2006,13.2006,13.2006,13.2006,13.5583,13.5583,13.5583,13.5583,13.5583,13.5583,13.5583,13.5583,13.5583,13.5583,13.9159,13.9159,13.9159,13.9159,13.9159,13.9159,13.9159,13.9159,13.9159,13.9159,14.2736,14.2736,14.2736,14.2736,14.2736,14.2736,14.2736,14.2736,14.2736,14.2736,14.6313,14.6313,14.6313,14.6313,14.6313,14.6313,14.6313,14.6313,14.6313,14.6313
980.000E-3,11.8628,11.8628,11.8628,11.8628,11.8628,11.8628,11.8628,11.8628,11.8628,11.8628,12.1765,12.1765,12.1765,12.1765,12.1765,12.1765,12.1765,12.1765,12.1765,12.1765,12.4901,12.4901,12.4901,12.4901,12.4901,12.4901,12.4901,12.4901,12.4901,12.4901,12.8039,12.8039,12.8039,12.8039,12.8039,12.8039,12.8039,12.8039,12.8039,12.8039,13.1178,13.1178,13.1178,13.1178,13.1178,13.1178,13.1178,13.1178,13.1178,13.1178
985.000E-3,10.6856,10.6856,10.6856,10.6856,10.6856,10.6856,10.6856,10.6856,10.6856,10.6856,10.9613,10.9613,10.9613,10.9613,10.9613,10.9613,10.9613,10.9613,10.9613,10.9613,11.2371,11.2371,11.2371,11.2371,11.2371,11.2371,11.2371,11.2371,11.2371,11.2371,11.5130,11.5130,11.5130,11.5130,11.5130,11.5130,11.5130,11.5130,11.5130,11.5130,11.7890,11.7890,11.7890,11.7890,11.7890,11.7890,11.7890,11.7890,11.7890,11.7890
990.000E-3,9.64883,9.64883,9.64883,9.64883,9.64883,9.64883,9.64883,9.64883,9.64883,9.64883,9.89182,9.89182,9.89182,9.89182,9.89182,9.89182,9.89182,9.89182,9.89182,9.89182,10.1349,10.1349,10.1349,10.1349,10.1349,10.1349,10.1349,10.1349,10.1349,10.1349,10.3781,10.3781,10.3781,10.3781,10.3781,10.3781,10.3781,10.3781,10.3781,10.3781,10.6214,10.6214,10.6214,10.6214,10.6214,10.6214,10.6214,10.6214,10.6214,10.6214
995.000E-3,8.73490,8.73490,8.73490,8.73490,8.73490,8.73490,8.73490,8.73490,8.73490,8.73490,8.94964,8.94964,8.94964,8.94964,8.94964,8.94964,8.94964,8.94964,8.94964,8.94964,9.16446,9.16446,9.16446,9.16446,9.16446,9.16446,9.16446,9.16446,9.16446,9.16446,9.37939,9.37939,9.37939,9.37939,9.37939,9.37939,9.37939,9.37939,9.37939,9.37939,9.59448,9.59448,9.59448,9.59448,9.59448,9.59448,9.59448,9.59448,9.59448,9.59448
1.00000,7.92833,7.92833,7.92833,7.92833,7.92833,7.92833,7.92833,7.92833,7.92833,7.92833,8.11865,8.11865,8.11865,8.11865,8.11865,8.11865,8.11865,8.11865,8.11865,8.11865,8.30905,8.30905,8.30905,8.30905,8.30905,8.30905,8.30905,8.30905,8.30905,8.30905,8.49955,8.49955,8.49955,8.49955,8.49955,8.49955,8.49955,8.49955,8.49955,8.49955,8.69020,8.69020,8.69020,8.69020,8.69020,8.69020,8.69020,8.69020,8.69020,8.69020
