VCE ,beta VBE 0.6 N 1 ,beta VBE 0.6 N 2 ,beta VBE 0.6 N 3 ,beta VBE 0.6 N 4 ,beta VBE 0.6 N 5 ,beta VBE 0.6 N 6 ,beta VBE 0.6 N 7 ,beta VBE 0.6 N 8 ,beta VBE 0.6 N 9 ,beta VBE 0.6 N 10 ,beta VBE 0.65 N 1 ,beta VBE 0.65 N 2 ,beta VBE 0.65 N 3 ,beta VBE 0.65 N 4 ,beta VBE 0.65 N 5 ,beta VBE 0.65 N 6 ,beta VBE 0.65 N 7 ,beta VBE 0.65 N 8 ,beta VBE 0.65 N 9 ,beta VBE 0.65 N 10 ,beta VBE 0.7 N 1 ,beta VBE 0.7 N 2 ,beta VBE 0.7 N 3 ,beta VBE 0.7 N 4 ,beta VBE 0.7 N 5 ,beta VBE 0.7 N 6 ,beta VBE 0.7 N 7 ,beta VBE 0.7 N 8 ,beta VBE 0.7 N 9 ,beta VBE 0.7 N 10 ,beta VBE 0.75 N 1 ,beta VBE 0.75 N 2 ,beta VBE 0.75 N 3 ,beta VBE 0.75 N 4 ,beta VBE 0.75 N 5 ,beta VBE 0.75 N 6 ,beta VBE 0.75 N 7 ,beta VBE 0.75 N 8 ,beta VBE 0.75 N 9 ,beta VBE 0.75 N 10 ,beta VBE 0.8 N 1 ,beta VBE 0.8 N 2 ,beta VBE 0.8 N 3 ,beta VBE 0.8 N 4 ,beta VBE 0.8 N 5 ,beta VBE 0.8 N 6 ,beta VBE 0.8 N 7 ,beta VBE 0.8 N 8 ,beta VBE 0.8 N 9 ,beta VBE 0.8 N 10 
0.00000,-985.741E-3,-985.842E-3,-985.875E-3,-985.892E-3,-985.902E-3,-985.909E-3,-985.914E-3,-985.917E-3,-985.920E-3,-985.922E-3,-986.703E-3,-986.719E-3,-986.724E-3,-986.727E-3,-986.728E-3,-986.729E-3,-986.730E-3,-986.731E-3,-986.731E-3,-986.731E-3,-985.431E-3,-985.433E-3,-985.434E-3,-985.435E-3,-985.435E-3,-985.435E-3,-985.435E-3,-985.435E-3,-985.435E-3,-985.435E-3,-977.904E-3,-977.904E-3,-977.904E-3,-977.904E-3,-977.904E-3,-977.904E-3,-977.904E-3,-977.904E-3,-977.904E-3,-977.904E-3,-956.879E-3,-956.879E-3,-956.879E-3,-956.879E-3,-956.879E-3,-956.879E-3,-956.879E-3,-956.879E-3,-956.879E-3,-956.879E-3
5.00000E-3,1.23945,1.23988,1.24002,1.24010,1.24014,1.24017,1.24019,1.24020,1.24022,1.24023,1.00172,1.00178,1.00180,1.00181,1.00181,1.00182,1.00182,1.00182,1.00182,1.00182,687.576E-3,687.583E-3,687.586E-3,687.587E-3,687.588E-3,687.588E-3,687.588E-3,687.589E-3,687.589E-3,687.589E-3,160.032E-3,160.033E-3,160.033E-3,160.033E-3,160.033E-3,160.033E-3,160.033E-3,160.033E-3,160.033E-3,160.033E-3,-416.711E-3,-416.711E-3,-416.711E-3,-416.711E-3,-416.711E-3,-416.711E-3,-416.711E-3,-416.711E-3,-416.711E-3,-416.711E-3
10.0000E-3,3.92218,3.92350,3.92394,3.92416,3.92429,3.92438,3.92444,3.92449,3.92453,3.92456,3.40663,3.40681,3.40688,3.40691,3.40692,3.40694,3.40695,3.40695,3.40696,3.40696,2.74110,2.74113,2.74114,2.74114,2.74114,2.74114,2.74115,2.74115,2.74115,2.74115,1.62033,1.62033,1.62033,1.62033,1.62033,1.62033,1.62033,1.62033,1.62033,1.62033,298.781E-3,298.781E-3,298.781E-3,298.781E-3,298.781E-3,298.781E-3,298.781E-3,298.781E-3,298.781E-3,298.781E-3
15.0000E-3,7.15151,7.15427,7.15519,7.15565,7.15592,7.15611,7.15624,7.15634,7.15641,7.15648,6.30891,6.30929,6.30942,6.30949,6.30952,6.30955,6.30957,6.30958,6.30959,6.30960,5.24609,5.24615,5.24616,5.24617,5.24618,5.24618,5.24618,5.24618,5.24618,5.24619,3.46784,3.46784,3.46785,3.46785,3.46785,3.46785,3.46785,3.46785,3.46785,3.46785,1.23120,1.23120,1.23120,1.23120,1.23120,1.23120,1.23120,1.23120,1.23120,1.23120
20.0000E-3,11.0319,11.0369,11.0385,11.0394,11.0399,11.0402,11.0404,11.0406,11.0408,11.0409,9.80384,9.80455,9.80478,9.80490,9.80497,9.80501,9.80505,9.80507,9.80509,9.80511,8.28640,8.28650,8.28653,8.28654,8.28655,8.28656,8.28656,8.28657,8.28657,8.28657,5.77789,5.77790,5.77791,5.77791,5.77791,5.77791,5.77791,5.77791,5.77791,5.77791,2.42984,2.42984,2.42984,2.42984,2.42984,2.42984,2.42984,2.42984,2.42984,2.42984
25.0000E-3,15.6847,15.6931,15.6959,15.6973,15.6982,15.6987,15.6991,15.6994,15.6997,15.6998,14.0029,14.0041,14.0045,14.0047,14.0048,14.0049,14.0049,14.0050,14.0050,14.0050,11.9605,11.9607,11.9607,11.9607,11.9607,11.9608,11.9608,11.9608,11.9608,11.9608,8.63768,8.63770,8.63770,8.63771,8.63771,8.63771,8.63771,8.63771,8.63771,8.63771,3.95277,3.95277,3.95277,3.95277,3.95277,3.95277,3.95277,3.95277,3.95277,3.95277
30.0000E-3,21.2499,21.2635,21.2680,21.2702,21.2716,21.2725,21.2731,21.2736,21.2740,21.2743,19.0353,19.0372,19.0378,19.0381,19.0383,19.0385,19.0386,19.0386,19.0387,19.0387,16.3830,16.3833,16.3834,16.3834,16.3834,16.3834,16.3835,16.3835,16.3835,16.3835,12.1476,12.1476,12.1476,12.1476,12.1476,12.1476,12.1476,12.1476,12.1476,12.1476,5.86789,5.86789,5.86789,5.86789,5.86789,5.86789,5.86789,5.86789,5.86789,5.86789
35.0000E-3,27.8868,27.9079,27.9150,27.9185,27.9207,27.9221,27.9231,27.9238,27.9244,27.9249,25.0492,25.0522,25.0532,25.0537,25.0540,25.0542,25.0543,25.0544,25.0545,25.0546,21.6861,21.6865,21.6866,21.6867,21.6867,21.6868,21.6868,21.6868,21.6868,21.6868,16.4225,16.4225,16.4225,16.4225,16.4225,16.4225,16.4225,16.4226,16.4226,16.4226,8.25395,8.25395,8.25395,8.25395,8.25395,8.25395,8.25395,8.25395,8.25395,8.25395
40.0000E-3,35.7740,35.8063,35.8171,35.8225,35.8257,35.8279,35.8294,35.8306,35.8315,35.8322,32.2123,32.2169,32.2185,32.2193,32.2197,32.2200,32.2202,32.2204,32.2205,32.2206,28.0200,28.0206,28.0208,28.0209,28.0210,28.0210,28.0211,28.0211,28.0211,28.0211,21.5924,21.5925,21.5925,21.5926,21.5926,21.5926,21.5926,21.5926,21.5926,21.5926,11.2013,11.2013,11.2013,11.2013,11.2013,11.2013,11.2013,11.2013,11.2013,11.2013
45.0000E-3,45.1083,45.1567,45.1729,45.1810,45.1858,45.1891,45.1914,45.1931,45.1945,45.1955,40.7115,40.7185,40.7208,40.7219,40.7226,40.7231,40.7234,40.7237,40.7239,40.7240,35.5531,35.5540,35.5543,35.5545,35.5546,35.5546,35.5547,35.5547,35.5548,35.5548,27.8032,27.8033,27.8033,27.8033,27.8033,27.8033,27.8034,27.8034,27.8034,27.8034,14.8126,14.8126,14.8126,14.8126,14.8126,14.8126,14.8126,14.8126,14.8126,14.8126
50.0000E-3,56.1011,56.1726,56.1964,56.2084,56.2155,56.2203,56.2237,56.2263,56.2283,56.2299,50.7504,50.7606,50.7640,50.7658,50.7668,50.7675,50.7679,50.7683,50.7686,50.7688,44.4701,44.4715,44.4720,44.4722,44.4723,44.4724,44.4725,44.4725,44.4726,44.4726,35.2149,35.2150,35.2151,35.2151,35.2151,35.2152,35.2152,35.2152,35.2152,35.2152,19.2021,19.2022,19.2022,19.2022,19.2022,19.2022,19.2022,19.2022,19.2022,19.2022
55.0000E-3,68.9728,69.0767,69.1114,69.1288,69.1392,69.1462,69.1511,69.1549,69.1578,69.1601,62.5449,62.5599,62.5648,62.5673,62.5688,62.5698,62.5706,62.5711,62.5715,62.5718,54.9687,54.9708,54.9715,54.9718,54.9720,54.9722,54.9723,54.9724,54.9724,54.9725,44.0000,44.0002,44.0003,44.0004,44.0004,44.0004,44.0004,44.0004,44.0004,44.0004,24.4957,24.4957,24.4957,24.4957,24.4957,24.4957,24.4957,24.4957,24.4957,24.4957
60.0000E-3,83.9431,84.0922,84.1421,84.1670,84.1820,84.1920,84.1991,84.2045,84.2086,84.2119,76.3162,76.3378,76.3450,76.3486,76.3508,76.3522,76.3532,76.3540,76.3546,76.3551,67.2537,67.2566,67.2576,67.2581,67.2584,67.2586,67.2588,67.2589,67.2590,67.2590,54.3385,54.3388,54.3390,54.3390,54.3391,54.3391,54.3391,54.3391,54.3391,54.3391,30.8278,30.8278,30.8278,30.8278,30.8278,30.8278,30.8278,30.8278,30.8278,30.8278
65.0000E-3,101.218,101.430,101.500,101.536,101.557,101.571,101.581,101.589,101.594,101.599,92.2797,92.3104,92.3207,92.3258,92.3289,92.3310,92.3324,92.3335,92.3344,92.3351,81.5270,81.5313,81.5327,81.5334,81.5339,81.5342,81.5344,81.5345,81.5346,81.5347,66.4106,66.4111,66.4113,66.4114,66.4114,66.4115,66.4115,66.4115,66.4115,66.4115,38.3379,38.3380,38.3380,38.3380,38.3380,38.3380,38.3380,38.3380,38.3380,38.3380
70.0000E-3,120.974,121.269,121.368,121.417,121.447,121.467,121.481,121.492,121.500,121.506,110.630,110.673,110.688,110.695,110.699,110.702,110.704,110.706,110.707,110.708,97.9758,97.9819,97.9839,97.9849,97.9855,97.9859,97.9862,97.9864,97.9866,97.9867,80.3862,80.3870,80.3872,80.3874,80.3874,80.3875,80.3875,80.3875,80.3876,80.3876,47.1649,47.1650,47.1650,47.1650,47.1650,47.1650,47.1650,47.1650,47.1650,47.1650
75.0000E-3,143.334,143.741,143.877,143.946,143.987,144.014,144.033,144.048,144.059,144.068,131.522,131.582,131.602,131.612,131.618,131.622,131.624,131.627,131.628,131.630,116.755,116.764,116.766,116.768,116.769,116.769,116.769,116.770,116.770,116.770,96.4113,96.4124,96.4127,96.4129,96.4130,96.4131,96.4131,96.4132,96.4132,96.4132,57.4381,57.4382,57.4383,57.4383,57.4383,57.4383,57.4383,57.4383,57.4383,57.4383
80.0000E-3,168.349,168.902,169.087,169.179,169.235,169.272,169.299,169.319,169.334,169.346,155.048,155.130,155.158,155.171,155.180,155.185,155.189,155.192,155.194,155.196,137.968,137.980,137.984,137.985,137.987,137.987,137.988,137.988,137.989,137.989,114.591,114.592,114.593,114.593,114.593,114.593,114.593,114.593,114.593,114.593,69.2671,69.2672,69.2673,69.2673,69.2673,69.2673,69.2673,69.2674,69.2674,69.2674
85.0000E-3,195.971,196.710,196.957,197.081,197.156,197.205,197.241,197.267,197.288,197.305,181.218,181.329,181.366,181.384,181.395,181.403,181.408,181.412,181.415,181.417,161.645,161.661,161.666,161.668,161.670,161.671,161.672,161.672,161.673,161.673,134.969,134.971,134.972,134.972,134.972,134.973,134.973,134.973,134.973,134.973,82.7282,82.7284,82.7285,82.7285,82.7285,82.7285,82.7285,82.7286,82.7286,82.7286
90.0000E-3,226.035,227.007,227.332,227.495,227.593,227.659,227.706,227.741,227.768,227.790,209.933,210.080,210.129,210.153,210.168,210.178,210.185,210.190,210.194,210.197,187.721,187.742,187.749,187.752,187.754,187.756,187.757,187.758,187.758,187.759,157.513,157.516,157.517,157.517,157.517,157.517,157.518,157.518,157.518,157.518,97.8507,97.8509,97.8510,97.8511,97.8511,97.8511,97.8511,97.8511,97.8511,97.8511
95.0000E-3,258.250,259.505,259.926,260.137,260.264,260.349,260.409,260.455,260.490,260.518,240.972,241.163,241.227,241.258,241.278,241.290,241.299,241.306,241.312,241.316,216.022,216.049,216.058,216.062,216.065,216.067,216.068,216.069,216.070,216.071,182.093,182.096,182.097,182.098,182.098,182.099,182.099,182.099,182.099,182.099,114.603,114.603,114.603,114.603,114.603,114.603,114.603,114.603,114.603,114.603
100.000E-3,292.197,293.788,294.323,294.591,294.752,294.859,294.936,294.994,295.039,295.074,273.983,274.228,274.309,274.350,274.375,274.391,274.403,274.411,274.418,274.424,246.251,246.286,246.298,246.303,246.307,246.309,246.311,246.312,246.313,246.314,208.474,208.479,208.480,208.481,208.482,208.482,208.482,208.482,208.482,208.482,132.880,132.881,132.881,132.881,132.881,132.881,132.881,132.881,132.881,132.881
105.000E-3,327.341,329.323,329.988,330.322,330.523,330.657,330.753,330.824,330.880,330.925,308.493,308.800,308.903,308.954,308.985,309.006,309.020,309.031,309.040,309.047,277.997,278.041,278.056,278.063,278.068,278.071,278.073,278.074,278.076,278.077,236.317,236.323,236.325,236.326,236.327,236.327,236.327,236.328,236.328,236.328,152.501,152.502,152.502,152.502,152.502,152.502,152.502,152.502,152.502,152.502
110.000E-3,363.069,365.488,366.301,366.710,366.955,367.119,367.236,367.324,367.392,367.447,343.927,344.306,344.433,344.496,344.534,344.559,344.578,344.591,344.602,344.610,310.747,310.802,310.820,310.829,310.835,310.838,310.841,310.843,310.844,310.846,265.188,265.195,265.198,265.199,265.200,265.200,265.201,265.201,265.201,265.201,173.208,173.208,173.209,173.209,173.209,173.209,173.209,173.209,173.209,173.209
115.000E-3,398.721,401.619,402.594,403.083,403.378,403.574,403.714,403.820,403.902,403.967,379.644,380.103,380.256,380.333,380.379,380.409,380.431,380.448,380.461,380.471,343.917,343.984,344.006,344.017,344.024,344.028,344.032,344.034,344.036,344.037,294.581,294.590,294.593,294.595,294.596,294.596,294.597,294.597,294.597,294.598,194.675,194.675,194.676,194.676,194.676,194.676,194.676,194.676,194.676,194.676
120.000E-3,433.647,437.052,438.199,438.775,439.121,439.352,439.518,439.642,439.738,439.815,414.983,415.528,415.709,415.800,415.855,415.892,415.918,415.937,415.952,415.964,376.894,376.974,377.000,377.014,377.022,377.027,377.031,377.033,377.036,377.037,323.956,323.966,323.970,323.972,323.973,323.974,323.974,323.975,323.975,323.975,216.530,216.531,216.532,216.532,216.532,216.532,216.532,216.532,216.532,216.532
